zpid,latitude,longitude,cityid,countyid,zipcode,amount
11891388,34124377,-118089849,33837,3101,96296,1203915
11891411,34123981,-118089755,33837,3101,96296,964955
11891534,34121096,-118093563,54299,3101,96296,349272
11891657,34121822,-118096153,54299,3101,96296,163355
11891826,34122679,-118100103,54299,3101,96296,1465754
11891879,34120889,-118101347,54299,3101,96296,1428457
11892048,34116103,-118099296,54299,3101,96296,674839
11892171,34118202,-118094818,54299,3101,96296,780110
11892678,34117058,-118106744,54299,3101,96296,756489
11892778,34115817,-118109698,54299,3101,96296,245024
11893069,34110790,-118123574,54299,3101,96296,743996
11893169,34114142,-118118688,54299,3101,96296,2341117
11893269,34110041,-118117899,33837,3101,96296,1919563
11893668,34102760,-118121060,50677,3101,96531,293258
11893714,34103166,-118119908,50677,3101,96531,130599
11893913,34101882,-118118147,50677,3101,96531,502262
11894439,34098080,-118129991,50677,3101,96531,209347
11894930,34098100,-118124000,50677,3101,96531,178022
11895127,34097431,-118139569,50677,3101,96531,214546
11895248,34094000,-118139000,50677,3101,96531,301261
11895629,34096667,-118134655,50677,3101,96531,355531
11896159,34092134,-118150258,50677,3101,96531,549000
11896411,34096746,-118148197,50677,3101,96531,75026
11896740,34093800,-118143000,50677,3101,96531,225843
11896855,34097132,-118141944,50677,3101,96531,290257
11897602,34087833,-118140293,50677,3101,96533,182932
11897693,34089900,-118139000,50677,3101,96531,200410
11897862,34086140,-118136675,50677,3101,96533,354893
11897983,34089300,-118135000,50677,3101,96531,397386
11898187,34087938,-118131201,50677,3101,96531,138352
11898406,34089202,-118129511,50677,3101,96531,104145
11898429,34087496,-118128087,50677,3101,96531,514962
11898452,34088935,-118127705,50677,3101,96531,499850
11899289,34094200,-118119000,50677,3101,96531,113075
11899450,34093045,-118115724,50677,3101,96531,46252
11899840,34097005,-118113178,33837,3101,96531,239129
11899924,34098598,-118112135,33837,3101,96515,359896
11900462,34086418,-118123500,50677,3101,96531,243912
11900561,34088854,-118120692,50677,3101,96531,359623
11901141,34083328,-118128120,50677,3101,96531,458115
11901164,34083390,-118124893,50677,3101,96531,275937
11901463,34081522,-118125014,50677,3101,96531,227227
11901738,34080100,-118113000,50677,3101,96531,378848
11901838,34080100,-118113000,50677,3101,96531,288653
11902691,34082865,-118130632,50677,3101,96531,229563
11903080,34082774,-118135788,50677,3101,96533,355333
11903401,34079210,-118140723,50677,3101,96533,144079
11903569,34076949,-118157757,50677,3101,96533,220963
11903691,34078340,-118151277,50677,3101,96533,155365
11903866,34073957,-118157928,50677,3101,96533,288354
11904096,34072774,-118155870,50677,3101,96533,436285
11904465,34066764,-118160490,50677,3101,96533,348686
11904880,34068539,-118152826,50677,3101,96533,79157
11904972,34071829,-118149511,50677,3101,96533,68458
11905194,34064134,-118151140,50677,3101,96533,211158
11905217,34068986,-118147513,50677,3101,96533,96179
11905363,34065294,-118143941,50677,3101,96533,75847
11905486,34060721,-118144303,50677,3101,96533,252373
11905678,34062211,-118144156,50677,3101,96533,310682
11905892,34067822,-118135117,6021,3101,96533,471695
11906092,34070920,-118142524,50677,3101,96533,164411
11906215,34068227,-118142596,50677,3101,96533,93190
11906261,34064247,-118134895,6021,3101,96533,371046
11906430,34063880,-118143405,50677,3101,96533,88169
11906791,34078331,-118145309,50677,3101,96533,261459
11906898,34077507,-118149583,50677,3101,96533,799099
11907680,34076000,-118139000,50677,3101,96533,415201
11907818,34074603,-118135887,50677,3101,96533,224377
11908275,34075627,-118124967,50677,3101,96533,85951
11909272,34075513,-118114349,50677,3101,96531,226609
11909564,34072198,-118116686,50677,3101,96531,203120
11909687,34072813,-118110047,50677,3101,96531,303376
11909810,34085337,-118104631,33837,3101,96515,379190
11910373,34081100,-118100000,33837,3101,96515,188000
11910426,34077179,-118102674,33837,3101,96515,375785
11910685,34076076,-118105057,33837,3101,96515,1003289
11910708,34076022,-118106155,33837,3101,96515,52627
11910731,34076166,-118107015,33837,3101,96515,47154
11910754,34074949,-118105871,33837,3101,96515,260410
11911267,34091834,-118100164,33837,3101,96515,150838
11911590,34092200,-118107000,33837,3101,96515,245121
11912278,34101900,-118103000,33837,3101,96515,278345
11912666,34107315,-118105442,33837,3101,96514,709796
11913042,34103779,-118104183,33837,3101,96514,338503
11913149,34105915,-118101192,33837,3101,96514,383931
11913172,34103449,-118101660,33837,3101,96514,351558
11913241,34104677,-118099135,33837,3101,96514,796093
11913333,34103884,-118112490,33837,3101,96514,405289
11913402,34107657,-118112565,33837,3101,96514,735000
11913915,34111831,-118105978,33837,3101,96514,1075000
11913984,34111401,-118104972,33837,3101,96514,142346
11914253,34109687,-118091197,33837,3101,96514,519987
11914422,34110203,-118099711,33837,3101,96514,148770
11915037,34098075,-118092663,33837,3101,96515,922044
11915181,34096693,-118096652,33837,3101,96515,489751
11915204,34096345,-118097308,33837,3101,96515,53809
11915296,34095431,-118093373,33837,3101,96515,850000
11915319,34095399,-118095632,33837,3101,96515,221791
11915541,34092019,-118096767,33837,3101,96515,49724
11915809,34090126,-118097998,33837,3101,96515,39314
11916453,34083500,-118097000,33837,3101,96515,304828
11916675,34081103,-118092355,33837,3101,96515,333330
11917049,34076824,-118093210,33837,3101,96515,650000
11917141,34073974,-118097829,33837,3101,96515,415000
11917294,34075176,-118094373,33837,3101,96515,361498
11917332,34073185,-118092513,33837,3101,96515,21169
11917561,34079388,-118086556,54212,3101,96515,319871
11917676,34077709,-118083541,54212,3101,96510,550788
11918029,34074146,-118088393,33837,3101,96515,235695
11918128,34087061,-118088995,33837,3101,96515,239670
11918220,34084307,-118088320,33837,3101,96515,562000
11919587,34111737,-118088599,33837,3101,96514,127985
11919855,34108326,-118089352,33837,3101,96514,706980
11919955,34106524,-118085602,33837,3101,96514,85227
11920690,34114783,-118089953,33837,3101,96514,482027
11920713,34115425,-118084683,33837,3101,96514,643865
11920851,34127234,-118081812,33837,3101,96514,149564
11920874,34127562,-118080959,33837,3101,96514,628910
11920958,34123359,-118081459,33837,3101,96514,80113
11920981,34121453,-118083479,33837,3101,96514,1050340
11921004,34122110,-118082884,33837,3101,96514,1301028
11921150,34126607,-118085649,33837,3101,96514,1065879
11921534,34137107,-118088745,47019,3101,96295,80935
11921726,34130864,-118079891,114834,3101,96295,103991
11921894,34132363,-118088265,,3101,96295,183968
11922009,34131539,-118091257,,3101,96295,1235000
11922292,34137168,-118071783,114834,3101,96295,290038
11922851,34125092,-118075727,33837,3101,96514,691153
11922966,34123257,-118076150,33837,3101,96514,318849
11922981,34124212,-118072770,33837,3101,96514,236570
11923004,34123684,-118073345,33837,3101,96514,455448
11923760,34129591,-118068655,33837,3101,96514,54210
11923829,34130200,-118068000,33837,3101,96268,441175
11923852,34129680,-118065368,50749,3101,96268,140487
11924082,34119549,-118077217,33837,3101,96514,561085
11924419,34118211,-118076688,33837,3101,96514,370090
11924611,34114597,-118076266,33837,3101,96514,499166
11924778,34122986,-118065915,50749,3101,96268,550088
11924801,34123800,-118067000,50749,3101,96268,285850
11924824,34123686,-118067737,50749,3101,96514,594272
11924916,34121042,-118071621,33837,3101,96514,195010
11924993,34121200,-118068924,33837,3101,96514,505669
11925323,34115784,-118067442,14111,3101,96517,153773
11925369,34115588,-118069586,14111,3101,96517,930000
11925699,34123661,-118060542,50749,3101,96268,288357
11925906,34119592,-118059251,50749,3101,96268,647962
11925929,34118148,-118058596,50749,3101,96268,351670
11926259,34115365,-118056619,14111,3101,96517,414042
11926405,34116947,-118056898,14111,3101,96517,397669
11926650,34122400,-118057000,50749,3101,96268,397138
11926925,34111955,-118072308,14111,3101,96517,44415
11926971,34110038,-118071704,14111,3101,96517,294993
11927071,34110984,-118069571,14111,3101,96517,262821
11927509,34108841,-118063759,14111,3101,96517,532343
11927609,34111971,-118062746,14111,3101,96517,257465
11927754,34108852,-118059179,14111,3101,96517,768457
11928114,34111921,-118053031,50749,3101,96268,735669
11928329,34113305,-118082296,33837,3101,96514,433823
11928549,34111226,-118078872,33837,3101,96514,1080209
11928536,34110508,-118080241,33837,3101,96514,479107
11928697,34109612,-118075403,14111,3101,96517,563861
11928797,34107117,-118078393,33837,3101,96514,62699
11928820,34108745,-118079269,33837,3101,96514,608324
11929500,34103767,-118068734,14111,3101,96517,406806
11930055,34098198,-118071125,14111,3101,96517,56255
11930345,34090421,-118070686,33837,3101,96517,417051
11930429,34094496,-118071334,14111,3101,96517,84829
11930574,34095100,-118074000,33837,3101,96515,259084
11930749,34095000,-118076000,33837,3101,96515,487739
11930795,34092120,-118076271,33837,3101,96515,69705
11930841,34097947,-118078017,33837,3101,96515,100881
11931171,34094013,-118078400,33837,3101,96515,474290
11931836,34087720,-118073536,54212,3101,96510,555539
11931943,34076249,-118080805,54212,3101,96510,193096
11932112,34076214,-118077462,54212,3101,96510,267040
11932402,34077056,-118074184,54212,3101,96510,65611
11932647,34084431,-118078482,54212,3101,96510,219400
11932831,34082077,-118078436,54212,3101,96510,472000
11932968,34081932,-118073961,54212,3101,96510,651000
11933585,34080561,-118275410,12447,3101,96007,768000
11933829,34081042,-118271976,12447,3101,96007,574310
11933890,34078165,-118273143,12447,3101,96007,67886
11933913,34076679,-118274024,12447,3101,96007,745364
11934188,34080238,-118266735,12447,3101,96007,370851
11934234,34079082,-118266665,12447,3101,96007,1097263
11934272,34078823,-118267567,12447,3101,96007,1005751
11935437,34072154,-118254119,12447,3101,96007,265314
11936153,34076484,-118251320,12447,3101,96007,68903
11936471,34067700,-118248000,12447,3101,95993,154504
11936593,34066872,-118243951,12447,3101,95993,235265
11936722,34066000,-118246000,12447,3101,95993,148306
11938582,34091460,-118243585,12447,3101,96007,617082
11938811,34068100,-118239000,12447,3101,95993,88487
11938849,34075825,-118244562,12447,3101,95993,845000
11939078,34082745,-118256430,12447,3101,96007,222937
11939101,34082279,-118255601,12447,3101,96007,540000
11939830,34090747,-118253548,12447,3101,96020,750000
11940098,34088086,-118251355,12447,3101,96007,141397
11940419,34081957,-118252855,12447,3101,96007,388159
11940495,34084721,-118252237,12447,3101,96007,632285
11940854,34095875,-118257655,12447,3101,96020,325803
11941144,34090984,-118256292,12447,3101,96020,80851
11941747,34090000,-118267000,12447,3101,96007,464090
11941793,34091607,-118264091,12447,3101,96007,129898
11941862,34088378,-118261999,12447,3101,96007,639170
11941908,34089795,-118261376,12447,3101,96007,441769
11942105,34085523,-118264514,12447,3101,96007,123054
11942343,34085072,-118266961,12447,3101,96007,932752
11943026,34089754,-118269834,12447,3101,96007,537918
11943796,34090889,-118280793,12447,3101,96010,56252
11944017,34090984,-118278761,12447,3101,96010,325034
11944344,34087909,-118275903,12447,3101,96007,45237
11944738,34095626,-118278823,12447,3101,96010,241008
11944784,34094495,-118277390,12447,3101,96010,502089
11944822,34093058,-118278229,12447,3101,96010,40335
11944883,34095315,-118276254,12447,3101,96010,156519
11944921,34094549,-118274085,12447,3101,96007,703786
11945066,34091404,-118275861,12447,3101,96007,312260
11945142,34092526,-118272136,12447,3101,96007,487981
11945280,34101547,-118281846,12447,3101,96008,367517
11945808,34098940,-118277991,12447,3101,96008,404611
11945854,34097595,-118275747,12447,3101,96008,488049
11945984,34097180,-118281348,12447,3101,96008,106200
11946198,34096709,-118272562,12447,3101,96020,338843
11946244,34098601,-118270600,12447,3101,96020,94812
11946267,34097931,-118269952,12447,3101,96020,280816
11946290,34096411,-118272891,12447,3101,96020,318505
11946665,34091724,-118270620,12447,3101,96007,767631
11946757,34092532,-118267966,12447,3101,96007,1030179
11946803,34090818,-118270252,12447,3101,96007,803682
11947055,34104914,-118270307,12447,3101,96020,441770
11947178,34102801,-118267693,12447,3101,96020,161928
11947278,34103324,-118267420,12447,3101,96020,1062879
11947470,34102319,-118268822,12447,3101,96020,1023354
11947592,34110692,-118274165,12447,3101,96008,97468
11947906,34102523,-118272418,12447,3101,96008,228261
11948462,34112280,-118271244,12447,3101,96008,1133707
11948827,34107761,-118269030,12447,3101,96020,1090000
11949508,34120424,-118262566,12447,3101,96020,534493
11949608,34118639,-118261703,12447,3101,96020,284193
11949845,34117718,-118264737,12447,3101,96020,230597
11950112,34116845,-118252962,12447,3101,96020,207906
11950471,34113942,-118252585,12447,3101,96020,563862
11950494,34112739,-118250564,12447,3101,96020,446120
11950624,34114788,-118254923,12447,3101,96020,37894
11950831,34112108,-118253519,12447,3101,96020,46865
11951252,34111517,-118257349,12447,3101,96020,734650
11951551,34110403,-118256821,12447,3101,96020,33405
11951769,34103582,-118253194,12447,3101,96020,637886
11951792,34103360,-118254626,12447,3101,96020,724598
11951853,34103249,-118256231,12447,3101,96020,180981
11951876,34105029,-118256754,12447,3101,96020,235146
11952248,34106175,-118263514,12447,3101,96020,36044
11952892,34102553,-118255562,12447,3101,96020,228138
11953083,34099826,-118254107,12447,3101,96020,344150
11953205,34098221,-118252331,12447,3101,96020,221759
11953897,34105136,-118247678,12447,3101,96020,203173
11954179,34095095,-118249419,12447,3101,96020,135498
11954332,34090507,-118245565,12447,3101,96007,151871
11955130,34089496,-118232448,12447,3101,96012,43610
11955230,34088297,-118229041,12447,3101,96012,149475
11955376,34090706,-118235948,12447,3101,96012,504790
11955551,34089960,-118213275,12447,3101,96046,316835
11955612,34088470,-118220334,12447,3101,96046,216901
11955635,34088522,-118220104,12447,3101,96046,84767
11956000,34088000,-118209390,12447,3101,96012,39320
11957046,34091245,-118214950,12447,3101,96046,350789
11957860,34091281,-118221955,12447,3101,96046,216608
11958248,34098661,-118224271,12447,3101,96046,589497
11958370,34099589,-118221683,12447,3101,96046,145076
11958393,34099177,-118219989,12447,3101,96046,313433
11958620,34095986,-118224433,12447,3101,96046,255546
11958643,34096418,-118225605,12447,3101,96046,296424
11959247,34100184,-118230171,12447,3101,96046,177386
11960078,34107391,-118237343,12447,3101,96046,28816
11960101,34111160,-118240771,12447,3101,96046,428588
11960369,34113875,-118237220,12447,3101,96046,215739
11960392,34113760,-118236533,12447,3101,96046,152770
11961148,34122167,-118240635,12447,3101,96046,353699
11961255,34124446,-118231805,12447,3101,96046,252963
11961278,34123624,-118232384,12447,3101,96046,427900
11961627,34118276,-118229080,12447,3101,96046,214418
11961650,34117548,-118230085,12447,3101,96046,57472
11962391,34114374,-118225380,12447,3101,96046,210405
11962497,34109086,-118229226,12447,3101,96046,145121
11962670,34107527,-118228804,12447,3101,96046,373617
11963271,34105340,-118221366,12447,3101,96046,519331
11964292,34099056,-118213591,12447,3101,96046,105948
11964353,34095484,-118212049,12447,3101,96046,34836
11964672,34104769,-118209609,12447,3101,96046,390000
11965537,34104002,-118203138,12447,3101,96023,338120
11965681,34102455,-118205639,12447,3101,96046,570896
11966077,34103700,-118200000,12447,3101,96023,112500
11966290,34107341,-118198683,12447,3101,96023,509989
11966396,34109333,-118195745,12447,3101,96023,261274
11966411,34110325,-118194791,12447,3101,96023,73945
11967052,34112110,-118203121,12447,3101,96023,550998
11967343,34115245,-118201307,12447,3101,96023,179478
11967435,34111925,-118197959,12447,3101,96023,122464
11968611,34118034,-118220945,12447,3101,96046,607150
11968978,34126610,-118228624,12447,3101,96046,266783
11969001,34123673,-118226786,12447,3101,96046,193909
11969208,34124896,-118223183,12447,3101,96022,378228
11969330,34126226,-118220752,12447,3101,96022,321943
11969399,34128739,-118221303,12447,3101,96022,171858
11969422,34129766,-118218343,12447,3101,96022,487000
11969543,34128643,-118217306,12447,3101,96022,115281
11969925,34123231,-118213600,12447,3101,96022,305993
11970298,34118203,-118216053,12447,3101,96022,265397
11970864,34116190,-118214945,12447,3101,96046,481372
11971063,34114383,-118214437,12447,3101,96046,350726
11971124,34112890,-118218404,12447,3101,96046,274452
11971314,34128035,-118202690,12447,3101,96022,379431
11971398,34125452,-118204721,12447,3101,96023,471524
11971521,34124139,-118207033,12447,3101,96023,512500
11971788,34121041,-118207210,12447,3101,96023,218480
11971880,34120718,-118211298,12447,3101,96023,427794
11972225,34117012,-118204843,12447,3101,96023,121811
11972271,34115615,-118207400,12447,3101,96023,67232
11972317,34115793,-118210532,12447,3101,96023,371000
11972699,34119276,-118202820,12447,3101,96023,406040
11972745,34118634,-118199473,12447,3101,96023,491806
11972845,34117963,-118200539,12447,3101,96023,131433
11973006,34116659,-118202121,12447,3101,96023,201238
11973281,34115875,-118194826,12447,3101,96023,52964
11973388,34129667,-118201589,12447,3101,96022,118971
11973663,34121504,-118197999,12447,3101,96023,280532
11974085,34122344,-118202377,12447,3101,96023,359105
11974352,34129747,-118190833,12447,3101,96023,49950
11974757,34126822,-118194216,12447,3101,96023,425872
11975437,34130621,-118178306,47019,3101,96293,489147
11975483,34128042,-118178210,47019,3101,96293,667624
11975506,34127606,-118176626,47019,3101,96293,360614
11975575,34125600,-118176608,47019,3101,96023,57884
11975644,34125202,-118179433,12447,3101,96023,187491
11975905,34126984,-118182579,12447,3101,96023,550300
11976310,34117839,-118190548,12447,3101,96023,12771
11976371,34115774,-118190711,12447,3101,96023,425211
11976432,34112602,-118192674,12447,3101,96023,209018
11976524,34115568,-118190058,12447,3101,96023,458000
11976570,34116207,-118188587,12447,3101,96023,311581
11976700,34114839,-118186376,12447,3101,96023,236578
11976914,34124026,-118195878,12447,3101,96023,447753
11977350,34121695,-118190229,12447,3101,96023,135498
11977786,34122194,-118184468,12447,3101,96023,63017
11977855,34121711,-118184490,12447,3101,96023,204555
11977924,34121510,-118182651,12447,3101,96023,647687
11978292,34123611,-118178113,12447,3101,96023,240310
11978353,34108789,-118190665,12447,3101,96023,50005
11978452,34104427,-118190554,12447,3101,96023,194323
11978644,34106700,-118190000,12447,3101,96023,141050
11979169,34119870,-118185044,12447,3101,96023,59387
11979192,34117222,-118184483,12447,3101,96023,165610
11979230,34117368,-118183603,12447,3101,96023,81260
11979924,34077572,-118286239,12447,3101,95985,211233
11981083,34065000,-118294000,12447,3101,96001,345000
11981870,34064900,-118304000,12447,3101,96001,82820
11982329,34064108,-118320075,12447,3101,96001,170089
11982352,34067343,-118320087,12447,3101,96001,326093
11982695,34066400,-118316000,12447,3101,96001,290634
11982877,34065800,-118313000,12447,3101,96001,438000
11983221,34064400,-118312000,12447,3101,96001,139598
11983489,34064857,-118329710,12447,3101,96001,978282
11983512,34068443,-118328323,12447,3101,96001,947250
11983804,34064044,-118321555,12447,3101,96001,3075000
11983827,34067885,-118333718,12447,3101,96001,1027487
11984080,34066583,-118339532,12447,3101,96017,118827
11985228,34066943,-118361742,12447,3101,96029,295573
11985389,34067602,-118371931,12447,3101,96029,371796
11985489,34066644,-118363457,12447,3101,96029,807209
11985695,34065132,-118368136,12447,3101,96029,459585
11985825,34064500,-118363000,12447,3101,96029,310000
11986226,34075200,-118375000,12447,3101,96029,219397
11987505,34072976,-118347354,12447,3101,96017,1529970
11987635,34073715,-118344539,12447,3101,96017,1346031
11987918,34074485,-118334377,12447,3101,95985,599036
11988715,34077341,-118364608,12447,3101,96029,277120
11988860,34077159,-118371517,12447,3101,96029,1385000
11989327,34071401,-118323553,12447,3101,95985,98478
11989442,34074681,-118321385,12447,3101,95985,389855
11989811,34075279,-118315872,12447,3101,95985,1248064
11990684,34075368,-118304250,12447,3101,95985,510161
11990860,34071485,-118301646,12447,3101,95985,648000
11990959,34072320,-118300381,12447,3101,95985,182883
11991645,34074900,-118291688,12447,3101,95985,155385
11991660,34084311,-118299880,12447,3101,96010,614766
11991675,34084732,-118300335,12447,3101,96010,395257
11992681,34078663,-118305704,12447,3101,95985,579662
11993044,34080874,-118309016,12447,3101,95985,358321
11993294,34079590,-118310118,12447,3101,95985,75952
11993399,34078745,-118313279,12447,3101,95985,103880
11993757,34082503,-118332524,12447,3101,95985,1294598
11993880,34080122,-118332804,12447,3101,95985,3714211
11994033,34080127,-118327122,12447,3101,95985,721617
11994459,34077945,-118324733,12447,3101,95985,1917562
11994649,34082882,-118317576,12447,3101,95985,65029
11994810,34081115,-118318071,12447,3101,95985,230841
11994910,34077544,-118320443,12447,3101,95985,478278
11995010,34078803,-118318095,12447,3101,95985,958975
11995133,34085689,-118339035,12447,3101,96019,207830
11995437,34084985,-118340388,12447,3101,96019,777894
11995521,34082445,-118337297,12447,3101,96017,1195000
11995644,34081108,-118335656,12447,3101,95985,153153
11995767,34078442,-118339109,12447,3101,96017,593499
11995990,34077393,-118340194,12447,3101,96017,1044804
11996013,34085426,-118347407,12447,3101,96027,719021
11996347,34081992,-118346256,12447,3101,96017,312645
11996415,34082012,-118341023,12447,3101,96017,1933439
11996568,34081100,-118343000,12447,3101,96017,205457
11996637,34081687,-118346283,12447,3101,96017,624907
11996737,34078418,-118344460,12447,3101,96017,86447
11997034,34086312,-118354096,12447,3101,96027,982525
11997638,34080645,-118352017,12447,3101,96017,155680
11998058,34077073,-118354076,12447,3101,96017,136229
11998423,34083236,-118363578,12447,3101,96029,1259346
11998461,34082017,-118362507,12447,3101,96029,91522
11998840,34078033,-118363549,12447,3101,96029,685021
11999036,34077888,-118356144,12447,3101,96017,608598
11999263,34084500,-118372000,12447,3101,96050,362000
11999470,34085277,-118367847,12447,3101,96027,353339
11999684,34083185,-118367399,12447,3101,96029,383640
11999835,34082857,-118369668,12447,3101,96029,352372
12000077,34089200,-118372000,48424,3101,96050,295235
12000177,34089700,-118372000,48424,3101,96050,292225
12000823,34089400,-118371000,48424,3101,96050,154888
12001165,34088045,-118366372,12447,3101,96027,349384
12001499,34088400,-118371000,48424,3101,96050,174683
12001879,34092865,-118356721,48424,3101,96027,475448
12002277,34088305,-118352639,12447,3101,96027,125445
12002731,34091691,-118345655,48424,3101,96027,243914
12003235,34093528,-118338813,12447,3101,96019,86447
12003685,34092796,-118328416,12447,3101,96019,43899
12004526,34094097,-118318873,12447,3101,96019,939440
12006244,34088889,-118306628,12447,3101,96010,78327
12006418,34092146,-118303501,12447,3101,96010,375479
12006622,34088810,-118302025,12447,3101,96010,353152
12006690,34087876,-118301945,12447,3101,96010,445904
12006986,34089444,-118295853,12447,3101,96010,190170
12007861,34081064,-118284364,12447,3101,95985,401119
12007884,34081064,-118285537,12447,3101,95985,159842
12007937,34080788,-118287434,12447,3101,95985,82700
12008942,34095115,-118283967,12447,3101,96010,279328
12009889,34099700,-118301000,12447,3101,96008,137754
12009965,34099800,-118302000,12447,3101,96008,198080
12010699,34099129,-118320110,12447,3101,96009,554321
12012326,34095395,-118334616,12447,3101,96009,385439
12013801,34102900,-118347000,12447,3101,96027,476000
12013869,34117300,-118340000,12447,3101,96049,316505
12013969,34117300,-118340000,12447,3101,96049,189308
12014626,34109900,-118337168,12447,3101,96049,932996
12014799,34103000,-118351000,12447,3101,96027,325129
12014899,34103000,-118351000,12447,3101,96027,102279
12015288,34100000,-118349000,12447,3101,96027,550788
12015854,34102800,-118349000,12447,3101,96027,104941
12015954,34102800,-118349000,12447,3101,96027,384000
12016046,34101991,-118361329,12447,3101,96027,1096624
12016183,34101628,-118359904,12447,3101,96027,629508
12016206,34102474,-118357798,12447,3101,96027,1275000
12016313,34102244,-118356115,12447,3101,96027,97255
12016550,34099034,-118363840,12447,3101,96027,95418
12016642,34098700,-118362000,12447,3101,96027,391313
12016749,34097491,-118358033,12447,3101,96027,333509
12017274,34095300,-118365000,48424,3101,96027,283185
12017388,34095800,-118366000,48424,3101,96027,688800
12017839,34096300,-118368000,48424,3101,96027,457861
12018135,34091900,-118371000,48424,3101,96050,268546
12018364,34093000,-118372000,48424,3101,96050,451090
12018525,34092100,-118373000,48424,3101,96050,481053
12018793,34091200,-118375000,48424,3101,96050,452163
12018907,34091000,-118377000,48424,3101,96050,706778
12018984,34091000,-118377000,48424,3101,96050,1165251
12019854,34104823,-118370276,12447,3101,96027,271018
12020021,34104924,-118377422,12447,3101,96027,231442
12020179,34103413,-118374803,12447,3101,96027,514306
12020588,34100537,-118382100,12447,3101,96050,2804945
12020680,34097914,-118380505,12447,3101,96050,264622
12020703,34099123,-118379067,12447,3101,96050,930356
12020939,34098661,-118374459,12447,3101,96050,1732717
12020962,34100704,-118374508,12447,3101,96050,1132026
12021268,34092245,-118381352,48424,3101,96050,2011104
12022942,34106287,-118383102,12447,3101,96027,1803306
12023747,34116918,-118389611,12447,3101,96027,935016
12023954,34110021,-118387857,12447,3101,96027,1183176
12023977,34115358,-118390714,12447,3101,96027,512521
12024000,34110293,-118386363,12447,3101,96027,390346
12024478,34118754,-118370694,12447,3101,96027,458031
12024674,34116007,-118384550,12447,3101,96027,190219
12024889,34119780,-118384553,12447,3101,96027,173214
12025252,34106615,-118377769,12447,3101,96027,833120
12025522,34107127,-118372877,12447,3101,96027,462317
12025560,34106535,-118372972,12447,3101,96027,658232
12025636,34105240,-118374439,12447,3101,96027,758930
12026300,34113329,-118364768,12447,3101,96027,690734
12026323,34114039,-118365384,12447,3101,96027,731777
12026445,34106054,-118365697,12447,3101,96027,63599
12026506,34120105,-118353130,12447,3101,96027,869851
12026636,34123185,-118359779,12447,3101,96027,987620
12026659,34122734,-118360774,12447,3101,96027,850033
12027614,34105200,-118346000,12447,3101,96027,313047
12027736,34105000,-118348000,12447,3101,96027,515088
12028170,34107396,-118332872,12447,3101,96049,1137500
12028376,34106300,-118337000,12447,3101,96049,175805
12028575,34112579,-118330376,12447,3101,96049,1376947
12028765,34113247,-118325978,12447,3101,96049,760000
12028872,34111924,-118328798,12447,3101,96049,581200
12028918,34111222,-118327037,12447,3101,96049,495070
12028979,34109423,-118326226,12447,3101,96049,301469
12029071,34107607,-118328257,12447,3101,96049,331041
12029680,34126037,-118327339,12447,3101,96049,307538
12029726,34130366,-118327827,12447,3101,96049,913416
12031085,34117261,-118312582,12447,3101,96049,402812
12031131,34116577,-118313027,12447,3101,96049,203717
12031488,34128216,-118315656,12447,3101,96049,545980
12031821,34127872,-118319699,12447,3101,96049,1027335
12031950,34123638,-118320427,12447,3101,96049,505150
12032103,34122608,-118318258,12447,3101,96049,745483
12032216,34119370,-118321374,12447,3101,96049,1508120
12032269,34119111,-118322302,12447,3101,96049,516977
12032505,34113679,-118324798,12447,3101,96049,502482
12032528,34114782,-118323087,12447,3101,96049,94606
12032574,34115210,-118322598,12447,3101,96049,71960
12032719,34113112,-118321647,12447,3101,96049,112840
12032955,34108371,-118325364,12447,3101,96049,923868
12033024,34106800,-118325000,12447,3101,96049,460372
12033175,34109122,-118320156,12447,3101,96049,377165
12033190,34110600,-118320000,12447,3101,96049,458990
12033663,34104601,-118314594,12447,3101,96009,645503
12034259,34107106,-118311999,12447,3101,96049,481662
12034351,34107048,-118306534,12447,3101,96008,1846163
12034435,34112137,-118314270,12447,3101,96049,369236
12034550,34112463,-118298523,12447,3101,96008,2125000
12034573,34113106,-118298100,12447,3101,96008,808614
12034619,34112001,-118297725,12447,3101,96008,188861
12034711,34114814,-118295767,12447,3101,96008,461197
12035079,34112500,-118286000,12447,3101,96008,353489
12035179,34112500,-118286000,12447,3101,96008,508969
12035279,34113422,-118286057,12447,3101,96008,232937
12035302,34116636,-118289417,12447,3101,96008,625252
12035448,34109015,-118303891,12447,3101,96008,1506613
12035471,34111400,-118301919,12447,3101,96008,272708
12035655,34107895,-118299476,12447,3101,96008,2141957
12036500,34110940,-118287562,12447,3101,96008,843000
12036568,34107900,-118291000,12447,3101,96008,198827
12037062,34104230,-118288337,12447,3101,96008,421622
12037428,34109499,-118282503,12447,3101,96008,75225
12037520,34108912,-118281953,12447,3101,96008,942286
12037758,34105991,-118278947,12447,3101,96008,635000
12038279,34118043,-118276896,12447,3101,96008,178318
12038302,34118613,-118277377,12447,3101,96008,682269
12038509,34115601,-118284487,12447,3101,96008,1859200
12038555,34114489,-118278927,12447,3101,96008,814942
12039085,34136868,-118268454,12447,3101,96020,317464
12039191,34125558,-118267972,12447,3101,96020,692059
12039949,34245329,-118256751,45457,3101,96330,380447
12040049,34243607,-118254830,45457,3101,96330,708000
12040218,34244654,-118252318,45457,3101,96330,306823
12040241,34243430,-118251714,45457,3101,96330,627287
