zpid,latitude,longitude,cityid,countryid,zipcpde,amount
11656742,34090900,-118394000,48424,3101,96050,1505268
11656834,34094521,-118393619,12447,3101,96050,695184
11656934,34063800,-118471000,12447,3101,96030,380371
11657206,34059500,-118470000,12447,3101,96030,768456
11657382,34053500,-118469000,12447,3101,96030,300516
11657474,34055300,-118468000,12447,3101,96030,338972
11657695,34056200,-118465000,12447,3101,96030,430954
11658267,34059438,-118467235,12447,3101,96030,572442
11658290,34061134,-118467248,12447,3101,96030,610000
11658488,34065700,-118470000,12447,3101,96030,256612
11658979,34061319,-118480008,12447,3101,96030,850804
11659171,34068413,-118478848,12447,3101,96030,590863
11659340,34052100,-118475000,12447,3101,96030,698000
11659463,34058218,-118476137,12447,3101,96030,1449294
11659762,34056448,-118472084,12447,3101,96030,3083051
11659977,34062522,-118485846,12447,3101,96030,5752265
11660307,34054281,-118480689,12447,3101,96030,3252118
11660668,34056455,-118491066,12447,3101,96030,1947401
11660768,34051695,-118488562,12447,3101,96030,883531
11660791,34049741,-118491577,12447,3101,96030,2691604
11661120,34047685,-118493772,26964,3101,96149,3261075
11661404,34035323,-118511930,12447,3101,96120,365534
11661848,34044921,-118512997,12447,3101,96120,1042574
11662116,34026900,-118516000,12447,3101,96149,3901423
11662314,34029720,-118515908,12447,3101,96149,387020
11662367,34033725,-118517926,12447,3101,96149,1370540
11662405,34034525,-118518276,12447,3101,96120,2513765
11662497,34031537,-118515249,12447,3101,96149,2484304
11662811,34040686,-118519363,12447,3101,96120,3866511
11662957,34038761,-118517700,12447,3101,96120,406131
11663095,34034369,-118522453,12447,3101,96120,2507549
11663491,34043100,-118528136,12447,3101,96120,2196541
11663606,34039886,-118525655,12447,3101,96120,674576
11663675,34042176,-118528357,12447,3101,96120,152191
11663821,34039092,-118528561,12447,3101,96120,4400000
11663967,34038169,-118529229,12447,3101,96120,1576674
11664150,34048104,-118533637,12447,3101,96120,1146581
11664211,34045686,-118534955,12447,3101,96120,361584
11664234,34045402,-118535871,12447,3101,96120,401959
11664280,34040553,-118536769,12447,3101,96120,627694
11664357,34044192,-118534617,12447,3101,96120,180401
11664771,34047318,-118537672,12447,3101,96120,2045058
11664985,34048600,-118541000,12447,3101,96120,746201
11665361,34039700,-118553000,12447,3101,96120,521505
11666037,34044188,-118563495,12447,3101,96120,1058874
11666219,34050873,-118556997,12447,3101,96120,1.16E+07
11666418,34052007,-118548401,12447,3101,96120,998307
11666487,34054076,-118544321,12447,3101,96120,963536
11666602,34050854,-118545424,12447,3101,96120,1198793
11667215,34050539,-118534091,12447,3101,96120,5774460
11667637,34060351,-118542140,12447,3101,96120,1087827
11667806,34057140,-118549860,12447,3101,96120,361255
11667906,34060136,-118548904,12447,3101,96120,3396583
11667929,34062706,-118550347,12447,3101,96120,1259132
11667998,34063529,-118542277,12447,3101,96120,1649220
11668021,34057892,-118536096,12447,3101,96120,2093296
11668366,34049000,-118528000,12447,3101,96120,228056
11668443,34049000,-118528000,12447,3101,96120,139953
11668642,34050797,-118523796,12447,3101,96120,172965
11668742,34051275,-118520814,12447,3101,96120,886016
11668842,34048414,-118517003,12447,3101,96120,2125000
11668965,34048349,-118521174,12447,3101,96120,1243671
11669156,34045705,-118521194,12447,3101,96120,1157972
11669609,34056733,-118504343,12447,3101,96120,6831078
11669678,34047243,-118507827,12447,3101,96120,6455046
11670008,34060934,-118499326,12447,3101,96120,784047
11670192,34062637,-118491169,12447,3101,96030,389359
11670613,34072301,-118470998,12447,3101,96030,3750197
11670728,34074000,-118469000,12447,3101,96030,566000
11670920,34071219,-118557605,12447,3101,96120,1514188
11671020,34073521,-118561930,12447,3101,96120,1467152
11671089,34072745,-118563301,12447,3101,96120,163974
11671281,34075083,-118561756,12447,3101,96120,627842
11671527,34079624,-118563996,12447,3101,96120,918000
11671627,34079873,-118562529,12447,3101,96120,672256
11671842,34076404,-118560997,12447,3101,96120,885000
11672695,34123081,-118592462,56780,3101,96126,885009
11672854,34125103,-118603326,56780,3101,96126,84201
11673155,34135682,-118595958,,3101,96126,427785
11673201,34134997,-118597489,,3101,96126,984668
11676208,34043952,-118572530,12520,3101,96116,1765000
11676308,34047702,-118570282,12520,3101,96116,173761
11676859,34090176,-118597492,56780,3101,96126,365486
11677600,34079503,-118600045,56780,3101,96126,939546
11677887,34074582,-118599762,56780,3101,96126,662476
11678375,34055803,-118637612,12520,3101,96116,474293
11678907,34039136,-118612956,12520,3101,96116,213332
11679090,34038989,-118635809,12520,3101,96116,4173432
11679189,34036593,-118636394,12520,3101,96116,775753
11679235,34037886,-118650435,12520,3101,96116,8709291
11679281,34038853,-118658566,12520,3101,96116,1.39E+07
11679478,34040142,-118644956,12520,3101,96116,2090203
11679493,34039984,-118641055,12520,3101,96116,1024610
11679735,34037981,-118637710,12520,3101,96116,860670
11679842,34039000,-118668000,12520,3101,96116,384414
11680093,34041103,-118669435,12520,3101,96116,901270
11680725,34070235,-118650559,12520,3101,96116,850423
11681691,34080460,-118692119,,3101,96337,1089394
11682738,34032909,-118692442,12520,3101,96116,867517
11683112,34036200,-118696000,12520,3101,96116,338019
11683188,34041718,-118689421,12520,3101,96116,1478971
11683863,34028766,-118763718,12520,3101,96116,1149217
11684054,34029500,-118754000,12520,3101,96116,491824
11684191,34025591,-118763348,12520,3101,96116,5099900
11684747,34050711,-118773859,12520,3101,96116,532381
11686010,34018876,-118795093,12520,3101,96116,145947
11686033,34014939,-118793787,12520,3101,96116,219666
11686803,34027036,-118801703,12520,3101,96116,2455000
11686910,34024600,-118804000,12520,3101,96116,781158
11686956,34027866,-118805716,12520,3101,96116,2375942
11687201,34023331,-118789814,12520,3101,96116,479252
11688224,34036700,-118843000,12520,3101,96116,273429
11688324,34036387,-118840953,12520,3101,96116,188253
11688493,34032554,-118823580,12520,3101,96116,1022336
11688826,34032775,-118848119,12520,3101,96116,4650099
11690591,34127194,-118488904,12447,3101,96030,1601719
11690706,34129544,-118494392,12447,3101,96030,860918
11690790,34122207,-118506190,12447,3101,96030,1111634
11690897,34108445,-118483545,12447,3101,96030,1435316
11691272,34080003,-118503436,12447,3101,96030,1014011
11691341,34077147,-118502961,12447,3101,96030,1800000
11691364,34073135,-118499815,12447,3101,96030,1218095
11691809,34076568,-118499192,12447,3101,96030,1315196
11691999,34076946,-118490436,12447,3101,96030,1689617
11692022,34082018,-118492517,12447,3101,96030,1791284
11692328,34104662,-118488649,12447,3101,96030,1431143
11692950,34073824,-118487311,12447,3101,96030,2078707
11693072,33994461,-118287396,12447,3101,96018,262614
11693156,33993486,-118287919,12447,3101,96018,263854
11693271,33991669,-118287647,12447,3101,96018,273874
11693691,33993527,-118284287,12447,3101,96018,272318
11693936,33993009,-118280815,12447,3101,96018,43375
11694043,33995319,-118296314,12447,3101,96018,40748
11694411,33990586,-118297627,12447,3101,96018,340544
11694464,33989438,-118293666,12447,3101,96018,122442
11694510,33989897,-118294756,12447,3101,96018,330251
11694571,33991128,-118293382,12447,3101,96018,337148
11694594,33992035,-118294211,12447,3101,96018,75345
11694962,33996486,-118303972,12447,3101,96043,138531
11695031,33995702,-118304621,12447,3101,96043,29934
11695698,33990315,-118301518,12447,3101,96043,167051
11696033,33991683,-118315434,12447,3101,96043,225093
11696171,33993506,-118313117,12447,3101,96043,275820
11696386,33990356,-118311332,12447,3101,96043,193932
11696912,33991061,-118326903,12447,3101,96024,54253
11697004,33992616,-118325676,12447,3101,96024,337514
11697525,33994020,-118333183,12447,3101,96024,424237
11697755,33991508,-118340345,396550,3101,96024,492912
11697916,33992134,-118335438,12447,3101,96024,307381
11698299,33992481,-118346800,396550,3101,96024,284416
11698345,33991220,-118344878,396550,3101,96024,191675
11698591,33992193,-118349352,396550,3101,96024,558491
11699233,33994713,-118346078,396550,3101,96024,535756
11699379,33997004,-118350409,396550,3101,96024,74418
11699671,34003199,-118344464,396550,3101,95989,888402
11699794,34000449,-118344587,396550,3101,96024,332559
11699917,33998257,-118344390,396550,3101,96024,609000
11700017,34000253,-118345991,396550,3101,96024,197702
11700332,34005200,-118340000,396550,3101,95989,311000
11700578,33999591,-118336359,396550,3101,96024,94403
11700747,33999794,-118338765,396550,3101,96024,93174
11700870,33997689,-118340340,396550,3101,96024,497691
11701460,33998994,-118329312,12447,3101,96024,162100
11701612,33998991,-118326372,12447,3101,96024,45638
11702041,33997752,-118321914,12447,3101,96024,35655
11702455,34000725,-118311115,12447,3101,96043,179540
11702770,34001992,-118314790,12447,3101,96043,185163
11702816,33999590,-118314794,12447,3101,96043,346792
11702916,33998226,-118315892,12447,3101,96043,291440
11703376,33998889,-118319095,12447,3101,96024,204546
11703491,34003420,-118302513,12447,3101,96043,372292
11703911,34000726,-118303460,12447,3101,96043,57603
11704248,33997129,-118302070,12447,3101,96043,318226
11704317,33997474,-118306150,12447,3101,96043,33401
11704462,33998044,-118298306,12447,3101,96018,38504
11704508,33997523,-118298588,12447,3101,96018,118556
11704792,34001347,-118294121,12447,3101,96018,45348
11705120,34000986,-118286553,12447,3101,96018,201575
11705724,33999006,-118283327,12447,3101,96018,37688
11705785,34000937,-118285855,12447,3101,96018,332414
11705869,34002453,-118283197,12447,3101,96018,234545
11706867,34007913,-118297787,12447,3101,96018,38100
11706913,34005639,-118297426,12447,3101,96018,320563
11707304,34004646,-118294216,12447,3101,96018,182961
11707699,34009719,-118305513,12447,3101,96043,498709
11707791,34006339,-118307194,12447,3101,96043,124242
11707814,34006941,-118306570,12447,3101,96043,176465
11707937,34007310,-118303313,12447,3101,96043,30957
11708244,34005806,-118306142,12447,3101,96043,33310
11708267,34004837,-118306142,12447,3101,96043,156115
11708404,34006988,-118309920,12447,3101,96043,202345
11708473,34009644,-118309920,12447,3101,96043,104091
11709302,34007936,-118319118,12447,3101,95989,361658
11709523,34005770,-118327676,12447,3101,95989,262636
11710058,34004219,-118322163,12447,3101,95989,399596
11710150,34004743,-118335362,396550,3101,95989,72973
11710386,34009519,-118332079,12447,3101,95989,194341
11710682,34006443,-118329804,12447,3101,95989,420089
11710705,34008674,-118329025,12447,3101,95989,547753
11710866,34019224,-118367656,12447,3101,95997,349465
11711134,34019911,-118362630,12447,3101,95997,96000
11711234,34019540,-118360819,12447,3101,95997,115000
11711357,34019618,-118358626,12447,3101,95997,87000
11711457,34019900,-118358000,12447,3101,95997,103000
11711771,34005205,-118346921,12447,3101,95989,1019980
11711993,34003607,-118354928,12447,3101,95989,153746
11712335,34012027,-118353527,12447,3101,95989,216246
11712481,34010974,-118353428,12447,3101,95989,527672
11712581,34007326,-118353464,12447,3101,95989,695417
11712742,34015509,-118357594,12447,3101,95989,430334
11712842,34016299,-118361123,12447,3101,95989,370855
11712965,34018869,-118370293,12447,3101,95989,112413
11713065,34017540,-118370542,12447,3101,95989,600000
11714536,34012204,-118332100,12447,3101,95989,195660
11714982,34013791,-118329249,12447,3101,95989,354284
11715251,34013748,-118326487,12447,3101,95989,440000
11715520,34016111,-118324489,12447,3101,95989,198811
11715643,34014296,-118322522,12447,3101,95989,129299
11716042,34016242,-118318694,12447,3101,95989,43399
11716234,34016737,-118318068,12447,3101,95989,105470
11716280,34015828,-118316958,12447,3101,95989,61772
11716786,34015271,-118313431,12447,3101,96043,31164
11716855,34016160,-118308586,12447,3101,96043,188055
11716947,34016179,-118313565,12447,3101,96043,184367
11717085,34017069,-118308716,12447,3101,96043,261702
11717384,34017440,-118306563,12447,3101,95999,26057
11717445,34015736,-118307174,12447,3101,96043,314000
11717491,34015621,-118305511,12447,3101,96043,227000
11717560,34015768,-118302668,12447,3101,96043,500000
11717621,34014008,-118299599,12447,3101,96018,37213
11718003,34011534,-118302206,12447,3101,96043,195143
11718247,34016160,-118298483,12447,3101,96018,551472
11718484,34016344,-118293700,12447,3101,96018,184880
11718590,34014680,-118294074,12447,3101,96018,166739
11718899,34026392,-118298537,12447,3101,95988,42605
11719472,34026944,-118295754,12447,3101,95988,296973
11719906,34024332,-118301360,12447,3101,95999,76324
11720511,34018723,-118299773,12447,3101,95999,356992
11720909,34022084,-118318846,12447,3101,95999,206973
11721492,34022523,-118311728,12447,3101,95999,315683
11721538,34024296,-118312147,12447,3101,95999,433491
11721599,34024293,-118315348,12447,3101,95999,331493
11721865,34031475,-118359666,12447,3101,95997,510310
11721926,34030652,-118360439,12447,3101,95997,228043
11722667,34023065,-118327088,12447,3101,95999,268502
11722797,34022195,-118325379,12447,3101,95999,32994
11722981,34022321,-118323522,12447,3101,95999,31766
11723088,34025030,-118321815,12447,3101,95999,221944
11723203,34021993,-118321179,12447,3101,95999,317000
11723295,34017067,-118341154,12447,3101,95989,391086
11723395,34014740,-118340019,12447,3101,95989,276438
11723495,34016453,-118337277,12447,3101,95989,161684
11723595,34016745,-118335172,12447,3101,95989,230623
11723709,34023213,-118336008,12447,3101,95997,410200
11724357,34018816,-118337672,12447,3101,95997,73170
11724457,34019685,-118339644,12447,3101,95997,299737
11724557,34018673,-118342991,12447,3101,95997,538000
11724754,34021900,-118366367,12447,3101,95997,65033
11725963,34028143,-118364906,12447,3101,95997,39321
11727505,34029708,-118338233,12447,3101,95997,176993
11727789,34026673,-118340426,12447,3101,95997,159411
11727896,34027029,-118336149,12447,3101,95997,329923
11728368,34027786,-118324705,12447,3101,95999,67994
11728460,34029740,-118328469,12447,3101,95999,97033
11728506,34027787,-118330419,12447,3101,95999,448720
11728659,34027456,-118331182,12447,3101,95999,335000
11729210,34029912,-118319686,12447,3101,95999,252393
11729478,34027112,-118314691,12447,3101,95999,337144
11729516,34026204,-118311281,12447,3101,95999,425000
11729608,34027633,-118311716,12447,3101,95999,173446
11729631,34028820,-118313724,12447,3101,95999,123002
11730150,34028147,-118306557,12447,3101,95999,179603
11730616,34026865,-118300929,12447,3101,95999,85635
11730876,34028205,-118298535,12447,3101,95988,573781
11730998,34027486,-118296392,12447,3101,95988,284667
11731158,34034210,-118294771,12447,3101,95988,301127
11731562,34028408,-118291471,12447,3101,95988,362440
11731722,34030446,-118289981,12447,3101,95988,59122
11731972,34035421,-118287916,12447,3101,95988,1020779
11731995,34036222,-118286937,12447,3101,95988,403819
11732018,34035748,-118284429,12447,3101,95988,295352
11732291,34045999,-118290333,12447,3101,95987,700000
11732442,34045517,-118285169,12447,3101,95987,713449
11732685,34043529,-118289176,12447,3101,95987,331492
11733094,34031244,-118342401,12447,3101,95997,253696
11733209,34031870,-118344618,12447,3101,95997,420000
11733623,34027110,-118347505,12447,3101,95997,301887
11733822,34034122,-118315436,12447,3101,95999,347237
11734355,34033332,-118327808,12447,3101,95999,71965
11734531,34032987,-118321250,12447,3101,95999,122351
11734569,34035533,-118319461,12447,3101,95999,361671
11734607,34033928,-118318794,12447,3101,95999,295695
11735225,34035915,-118334088,12447,3101,95997,168106
11735807,34035415,-118341442,12447,3101,95997,141301
11735937,34039025,-118346771,12447,3101,95997,430334
11736204,34036413,-118350856,12447,3101,95997,33200
11736457,34035455,-118351235,12447,3101,95997,319338
11736480,34035697,-118352224,12447,3101,95997,326592
11736610,34040209,-118354643,12447,3101,95997,670000
11736909,34038915,-118355286,12447,3101,95997,142191
11737116,34038684,-118358085,12447,3101,95997,35854
11737306,34038190,-118358928,12447,3101,95997,238495
11737642,34042126,-118359910,12447,3101,96000,291717
11737665,34042682,-118360156,12447,3101,96000,286509
11738061,34040555,-118365934,12447,3101,95997,448791
11738598,34034404,-118371378,12447,3101,96015,263352
11738666,34039703,-118373632,12447,3101,96015,830000
11738727,34043760,-118374145,12447,3101,96016,744584
11739126,34044985,-118367800,12447,3101,96000,51566
11739759,34042129,-118346785,12447,3101,96000,36665
11740483,34046240,-118369556,12447,3101,96016,78080
11740597,34049400,-118369000,12447,3101,96016,506000
11740879,34047208,-118363912,12447,3101,96000,884781
11741140,34046813,-118361906,12447,3101,96000,481596
11741316,34049298,-118359516,12447,3101,96000,388661
11742429,34043376,-118329191,12447,3101,96000,232403
11743102,34041499,-118336194,12447,3101,96000,600000
11743262,34040536,-118340647,12447,3101,96000,294575
11743437,34045418,-118325068,12447,3101,96000,195493
11743658,34046957,-118321842,12447,3101,96000,1059028
11743719,34042220,-118322393,12447,3101,96000,52176
11743932,34041102,-118319961,12447,3101,96000,264876
11744205,34043955,-118312541,12447,3101,96000,359354
11744734,34038488,-118310338,12447,3101,95999,332324
11745426,34038116,-118304912,12447,3101,95999,213131
11745479,34045998,-118290988,12447,3101,95987,294125
11745494,34045172,-118291285,12447,3101,95987,21776
11745919,34041779,-118293944,12447,3101,95987,318221
11746624,34048679,-118286451,12447,3101,95987,331040
11747616,34051275,-118295620,12447,3101,95987,300134
11748077,34048419,-118295189,12447,3101,95987,31773
11748844,34049425,-118303992,12447,3101,95987,428966
11749041,34050067,-118301891,12447,3101,95987,155172
11749162,34049569,-118300421,12447,3101,95987,32180
11749185,34048266,-118300418,12447,3101,95987,264409
11750425,34050433,-118328299,12447,3101,96000,77056
11750838,34055983,-118337555,12447,3101,96000,261902
11750938,34053917,-118336159,12447,3101,96000,71958
11751061,34050904,-118332647,12447,3101,96000,600027
11751253,34049789,-118339781,12447,3101,96000,797056
11751887,34056668,-118346870,12447,3101,96000,597372
11752155,34050783,-118341805,12447,3101,96000,64212
11752231,34052819,-118343905,12447,3101,96000,72177
11752300,34053267,-118345776,12447,3101,96000,689567
11752629,34056932,-118351405,12447,3101,96000,278848
11753225,34051587,-118357781,12447,3101,96000,391307
11753916,34061296,-118358469,12447,3101,96017,337408
11754481,34056825,-118368372,12447,3101,96016,78075
11754604,34053486,-118368125,12447,3101,96016,679532
11754857,34060173,-118364481,12447,3101,96029,622199
11755049,34061525,-118367867,12447,3101,96029,1161654
11755209,34059026,-118365964,12447,3101,96029,506818
11755628,34059870,-118354315,12447,3101,96017,814356
11755797,34059700,-118349185,12447,3101,96017,877632
11756057,34057850,-118335720,12447,3101,96000,885417
11756157,34059905,-118332041,12447,3101,95986,111129
11756272,34060179,-118329814,12447,3101,95986,1148000
11756318,34059448,-118328841,12447,3101,95986,142878
11756341,34057497,-118329567,12447,3101,96000,971915
11756579,34055146,-118323641,12447,3101,96000,1595681
11756602,34056634,-118325487,12447,3101,96000,910000
11757203,34056464,-118319386,12447,3101,95986,307452
11757226,34059187,-118317445,12447,3101,95986,800000
11757484,34057366,-118317085,12447,3101,95986,359373
11757622,34055529,-118314855,12447,3101,96000,1150000
11757931,34060942,-118312841,12447,3101,95986,1525119
11758222,34058800,-118306000,12447,3101,95986,277158
11759942,33990293,-118275841,12447,3101,96018,67747
11760049,33991740,-118275668,12447,3101,96018,356402
11760469,33994610,-118260170,12447,3101,95992,266498
11760782,33992230,-118259378,12447,3101,95992,93058
11761156,33995076,-118253473,12447,3101,95992,269000
11761209,33995758,-118250737,12447,3101,95992,80548
11761492,33993642,-118252548,12447,3101,95992,165300
11762155,33992158,-118242028,12447,3101,96039,54298
11762823,33999118,-118243312,12447,3101,95992,170551
11763503,33999175,-118253191,12447,3101,95992,284621
11763618,33998909,-118249198,12447,3101,95992,99386
11763863,33997254,-118249718,12447,3101,95992,221725
11764107,33998941,-118262887,12447,3101,95992,170558
11764755,33995587,-118271625,12447,3101,95992,207869
11764816,33995488,-118269420,12447,3101,95992,353000
11764908,33999529,-118268849,12447,3101,95992,96588
11764954,34001749,-118269004,12447,3101,95992,294773
11764977,34000806,-118269131,12447,3101,95992,390375
11765000,34003548,-118269891,12447,3101,95992,426436
11765023,34002658,-118269140,12447,3101,95992,133198
11765046,34003192,-118269273,12447,3101,95992,272308
11765069,34002512,-118268056,12447,3101,95992,16679
11765176,34002078,-118265249,12447,3101,95992,20141
11765214,34000928,-118266140,12447,3101,95992,512098
11765863,33999852,-118278341,12447,3101,96018,198576
11765947,33998916,-118274837,12447,3101,96018,172631
11765993,33998038,-118276353,12447,3101,96018,354893
11766702,34008815,-118276774,12447,3101,96018,351892
11767449,34006667,-118271558,12447,3101,95992,140000
11768608,34005437,-118262561,12447,3101,95992,115956
11768707,34004555,-118256678,12447,3101,95992,58709
11769142,34008823,-118251500,12447,3101,95992,219200
11769486,34004502,-118247137,12447,3101,95992,159073
11769930,34004651,-118242792,12447,3101,95992,247855
11770118,34012261,-118244678,12447,3101,95992,57554
11770202,34012219,-118246398,12447,3101,95992,220527
11770248,34010615,-118244330,12447,3101,95992,196345
11770294,34009718,-118243874,12447,3101,95992,173076
11770340,34010142,-118245421,12447,3101,95992,263571
11770378,34008865,-118243309,12447,3101,95992,263579
11770393,34009019,-118243804,12447,3101,95992,95209
11770959,34019574,-118252298,12447,3101,95992,195404
11771157,34016374,-118252036,12447,3101,95992,390382
11771180,34016591,-118251147,12447,3101,95992,285120
11771379,34020635,-118247650,12447,3101,95992,17084
11771895,34016883,-118262168,12447,3101,95992,182929
11772291,34014289,-118268050,12447,3101,95992,239850
11772314,34013032,-118268848,12447,3101,95992,279269
11772429,34013944,-118270274,12447,3101,95992,17092
11774416,34025737,-118260789,12447,3101,95992,147056
11774999,34021508,-118264272,12447,3101,95992,231076
11775037,34022658,-118263724,12447,3101,95992,154138
11776098,34023058,-118253423,12447,3101,95992,171624
11777937,34044430,-118280866,12447,3101,95987,337413
11778043,34042380,-118282862,12447,3101,95987,157183
11778239,34043243,-118276466,12447,3101,95996,205587
11779331,34045700,-118273000,12447,3101,95996,258000
11779627,34045100,-118261000,12447,3101,95996,481160
11779750,34045100,-118261000,12447,3101,95996,209143
11787629,34053400,-118250000,12447,3101,95993,102128
11787729,34053400,-118250000,12447,3101,95993,124802
11788841,34056700,-118252000,12447,3101,95993,208692
11789017,34056400,-118252000,12447,3101,95993,401700
11789117,34056400,-118252000,12447,3101,95993,159844
11789447,34062266,-118267025,12447,3101,96038,237145
11789664,34060448,-118262006,12447,3101,96007,134249
11790498,34069400,-118282000,12447,3101,96038,292012
11790658,34064900,-118283000,12447,3101,96038,146729
11791040,34067600,-118280000,12447,3101,96038,64954
11791685,34074553,-118276394,12447,3101,96007,74610
11791852,34074700,-118276000,12447,3101,96038,254994
11792103,34070674,-118273165,12447,3101,96007,188746
11792141,34069356,-118271877,12447,3101,96007,325971
11792487,34071003,-118265765,12447,3101,96007,110008
11793503,34062403,-118252713,12447,3101,95993,25377
11793713,34046300,-118239000,12447,3101,95993,300722
11793813,34046300,-118239000,12447,3101,95993,115954
11797032,34026928,-118214248,12447,3101,96004,184624
11798433,34051941,-118219011,12447,3101,96014,276423
11798608,34042188,-118218318,12447,3101,96014,461516
11799334,34054151,-118198596,12447,3101,96014,400000
11799556,34050841,-118198682,12447,3101,96014,274000
11799640,34050494,-118200678,12447,3101,96014,420089
11799732,34048934,-118200947,12447,3101,96014,28912
11799976,34046494,-118202844,12447,3101,96014,142230
11800022,34045486,-118201010,12447,3101,96014,217518
11800212,34048631,-118195910,12447,3101,96014,113406
11800442,34046677,-118198223,12447,3101,96014,140018
11800588,34045452,-118195418,12447,3101,96044,196457
11800810,34042674,-118194591,12447,3101,96044,31978
11801292,34036950,-118198696,12447,3101,96044,511675
11801315,34035711,-118199179,12447,3101,96044,152458
11801338,34035079,-118197741,12447,3101,96044,149992
11801575,34036020,-118193395,12447,3101,96044,117257
11801970,34040269,-118207166,12447,3101,96014,241812
11802084,34042695,-118203595,12447,3101,96014,43603
11802122,34043689,-118203728,12447,3101,96014,278346
11802183,34043031,-118201160,12447,3101,96014,261966
11802865,34036361,-118217644,12447,3101,96004,204855
11803086,34038194,-118211359,12447,3101,96014,326000
11803239,34036189,-118203717,12447,3101,96014,126765
11803262,34036418,-118208351,12447,3101,96014,36448
11803690,34032754,-118208083,12447,3101,96004,140068
11803958,34034151,-118199877,12447,3101,96044,42588
11804088,34032525,-118197934,12447,3101,96044,167276
11804111,34033207,-118197504,12447,3101,96044,244000
11804134,34032431,-118194129,12447,3101,96044,368857
11804272,34031507,-118201120,12447,3101,96004,138183
11804410,34032556,-118204716,12447,3101,96004,15044
11804456,34031303,-118202879,12447,3101,96004,28307
11804479,34031286,-118204155,12447,3101,96004,320632
11804601,34029296,-118193835,12447,3101,96004,38103
11804890,34021104,-118192246,17882,3101,96004,152167
11805119,34025126,-118199580,12447,3101,96004,143342
11805142,34024922,-118200418,12447,3101,96004,138484
11805814,34025876,-118211364,12447,3101,96004,40541
11805860,34025585,-118209281,12447,3101,96004,234189
11805952,34023633,-118206806,12447,3101,96004,155460
11805998,34023640,-118205072,12447,3101,96004,177000
11806044,34021965,-118201915,12447,3101,96004,247023
11806113,34020576,-118203102,12447,3101,96004,159217
11806666,34021237,-118200236,12447,3101,96004,236280
11806773,34019362,-118200221,12447,3101,96004,116319
11806855,34017764,-118193617,12447,3101,96004,305689
11806878,34017103,-118194011,12447,3101,96004,149592
11807320,34056474,-118209295,12447,3101,96014,419281
11807601,34058262,-118198484,12447,3101,96014,247800
11808124,34071387,-118212308,12447,3101,96012,18512
11808366,34081681,-118213878,12447,3101,96012,250682
11809516,34089122,-118206256,12447,3101,96012,41269
11809745,34088951,-118205025,12447,3101,96012,210878
11809867,34084302,-118208973,12447,3101,96012,248088
11809897,34084871,-118207138,12447,3101,96012,259632
11810524,34077413,-118202385,12447,3101,96012,349000
11811225,34079236,-118193902,12447,3101,96013,25244
11811855,34067332,-118207688,12447,3101,96012,148859
11812077,34070104,-118205305,12447,3101,96012,225413
11812768,34088642,-118183544,12447,3101,96013,339438
11813393,34082700,-118181000,12447,3101,96013,126455
11813531,34082524,-118177994,12447,3101,96013,281007
11814514,34063226,-118187359,12447,3101,96013,39725
11814660,34063599,-118185525,12447,3101,96013,206970
11814767,34066247,-118182954,12447,3101,96013,482000
11814874,34064526,-118181731,12447,3101,96013,338315
11814989,34069216,-118180394,12447,3101,96013,295087
11815112,34071989,-118183816,12447,3101,96013,252420
11815258,34071381,-118178471,12447,3101,96013,46866
11815365,34076867,-118176386,12447,3101,96013,108011
11815533,34074870,-118172993,12447,3101,96013,192231
11816277,34074538,-118170710,12447,3101,96013,225667
11816292,34074332,-118171564,12447,3101,96013,257062
11816361,34076750,-118174688,12447,3101,96013,38520
11816589,34087864,-118171147,12447,3101,96013,185232
11816673,34080724,-118176763,12447,3101,96013,437060
11816826,34083969,-118172991,12447,3101,96013,297853
11816849,34083991,-118174512,12447,3101,96013,143307
11816918,34081293,-118175287,12447,3101,96013,135048
11817116,34087980,-118169112,12447,3101,96013,411000
11817254,34085639,-118168698,12447,3101,96013,251139
11817857,34082644,-118162166,12447,3101,96013,53828
11818118,34080323,-118169156,12447,3101,96013,257762
11818187,34078184,-118166787,12447,3101,96013,50332
11818233,34079210,-118167151,12447,3101,96013,392692
11818363,34080770,-118165039,12447,3101,96013,509624
11819570,34064671,-118174200,12447,3101,96013,59318
11819677,34067484,-118171417,12447,3101,96013,260252
11820480,34058478,-118170765,17882,3101,96044,305993
11820526,34059731,-118168559,,3101,96044,274055
11820618,34057446,-118169260,,3101,96044,198829
11820687,34055519,-118170464,17882,3101,96044,60639
11820710,34055915,-118171207,17882,3101,96044,42497
11820893,34044435,-118173892,17882,3101,96044,219201
11820962,34045535,-118171597,17882,3101,96003,221256
11821092,34058643,-118175525,17882,3101,96044,29177
11821390,34055289,-118175463,17882,3101,96044,151166
11822475,34044318,-118180529,17882,3101,96044,288176
11822536,34047200,-118179949,17882,3101,96044,167386
11822582,34044737,-118179355,17882,3101,96044,279240
11822773,34054540,-118177843,17882,3101,96044,249443
11823077,34052790,-118184652,17882,3101,96044,85076
11823367,34052700,-118192656,12447,3101,96044,54055
11823863,34051977,-118183419,17882,3101,96044,60543
11823909,34049405,-118183562,17882,3101,96044,27081
11823947,34047565,-118183174,17882,3101,96044,26060
11823970,34045126,-118183504,17882,3101,96044,55206
11824069,34049712,-118184736,17882,3101,96044,112768
11824245,34042609,-118185452,17882,3101,96044,320253
11824268,34049827,-118186459,17882,3101,96044,111462
11824329,34048312,-118187253,17882,3101,96044,42079
