zpid,rooms,units,airconditiontype,heatsystemtype,buildingquality,pools
12087815,0,1,,7,7,
12088030,0,1,,7,7,
12088260,0,1,1,2,4,
12088421,0,1,,7,7,
12088444,0,1,,7,7,
12088467,0,1,,7,7,
12088597,0,2,,,7,
12088681,0,1,,7,7,
12088704,0,1,1,2,4,
12088750,0,1,,7,7,
12088842,0,1,1,2,4,
12088911,0,1,,2,7,
12089221,0,1,,7,7,
12089420,0,2,,,7,
12089473,0,1,1,2,4,1
12089565,0,1,,2,7,
12089649,0,1,,7,7,
12089915,0,1,,7,7,
12090229,0,1,1,2,7,
12090351,0,1,,7,7,
12090420,0,1,,7,7,
12090642,0,1,,7,7,
12090788,0,2,,,7,
12090849,0,1,,7,7,
12091232,0,1,,7,7,
12091347,0,1,,7,7,
12091554,0,1,,7,7,
12091600,0,1,,7,7,
12091790,0,1,,7,7,
12091996,0,1,1,2,4,
12092701,0,4,,,,
12092777,0,1,,7,7,
12092935,0,2,,,,
12093602,0,1,,7,7,
12093786,0,1,1,2,4,1
12094085,0,1,,2,1,
12094169,0,1,1,2,4,
12094238,0,1,1,2,4,
12094261,0,1,1,2,10,1
12094591,0,1,1,2,1,
12095397,0,1,1,2,4,
12095512,0,1,,2,7,
12095942,0,1,,7,7,
12096088,0,1,1,2,4,
12096272,0,1,1,2,4,
12096310,0,1,,2,4,
12096648,0,1,1,2,7,
12097271,0,1,1,2,1,1
12097590,0,1,,2,4,
12097651,0,1,1,2,1,
12097797,0,1,,7,7,
12098355,0,1,1,2,12,
12098616,0,1,,2,4,
12098662,0,1,,2,7,
12098792,0,1,,7,7,
12098861,0,1,,2,7,
12099175,0,1,,2,4,
12099512,0,1,,2,4,1
12100351,0,1,1,2,4,1
12101129,0,1,1,2,7,
12101305,0,1,1,2,4,
12101642,0,1,1,2,4,1
12101742,0,2,,,7,
12101880,0,1,1,2,7,1
12102240,0,1,,2,10,
12103074,0,1,1,2,4,
12103576,0,1,1,2,4,
12104684,0,3,,,7,
12104852,0,1,1,2,7,
12106598,0,1,,7,7,
12106774,0,1,,7,7,
12106912,0,1,,7,4,
12107203,0,3,,,7,
12107226,0,1,,2,7,
12107769,0,1,,2,7,
12108168,0,1,,7,7,
12108275,0,1,,7,7,
12108511,0,4,,,7,
12108633,0,1,,7,7,
12109105,0,1,,7,7,
12109304,0,3,,,7,
12109433,0,1,1,2,4,
12109792,0,1,1,2,4,
12109892,0,1,1,2,7,
12110014,0,1,1,2,4,
12110037,0,1,1,2,7,1
12110341,0,1,1,2,4,
12110774,0,1,1,2,4,
12111046,0,1,1,2,4,
12111555,0,1,1,2,4,
12111684,0,1,1,2,4,
12111776,0,1,1,2,4,
12111967,0,4,,,7,
12111990,0,1,1,2,4,
12112164,0,1,1,2,4,
12112233,0,1,1,2,4,
12112333,0,1,1,2,4,
12112598,0,2,1,,4,
12112895,0,1,1,2,7,
12113046,0,1,,7,4,
12114000,0,1,,,7,
12114903,0,3,,,7,
12115110,0,3,,,7,
12115179,0,3,1,,7,
12115324,0,1,,7,7,
12115447,0,1,,7,7,
12115761,0,1,,7,7,
12115853,0,1,1,2,7,
12115999,0,1,1,2,7,
12116091,0,1,,2,7,1
12116191,0,1,,7,7,1
12116329,0,1,1,2,7,
12116582,0,1,1,2,7,1
12117096,0,1,,2,7,1
12117419,0,1,,2,7,
12117657,0,1,,2,4,
12117757,0,1,1,2,4,1
12118126,0,1,1,2,4,
12118776,0,1,,7,7,
12119406,0,3,,,,
12119467,0,3,,,7,
12119505,0,2,,,7,
12120447,0,3,,,7,
12120577,0,1,,7,7,
12120712,0,,,7,,
12120885,0,1,1,2,4,
12120969,0,1,,2,7,
12121268,0,1,1,2,4,
12121291,0,1,,2,4,
12121452,0,1,1,2,7,1
12121721,0,2,1,,7,
12121821,0,2,,,7,
12121936,0,2,,,7,
12121959,0,1,,2,7,
12122082,0,1,,2,4,
12122105,0,1,,7,7,1
12122558,0,1,,7,7,
12122604,0,1,,7,7,
12122780,0,1,,7,7,
12122863,0,1,,2,4,
12123123,0,1,,7,7,
12123268,0,1,1,2,4,
12124736,0,1,1,2,4,
12124874,0,1,,2,7,
12125737,0,1,,2,4,1
12126442,0,1,,2,7,
12126594,0,1,,7,7,
12126694,0,1,1,2,4,
12126917,0,1,1,2,7,
12127047,0,1,1,2,7,
12127254,0,1,1,2,4,
12127600,0,1,1,2,4,1
12127988,0,1,1,2,4,
12128387,0,1,1,2,4,
12128410,0,1,1,2,4,1
12128540,0,1,1,2,4,
12128731,0,1,1,2,4,
12128777,0,1,,7,7,
12129403,0,1,1,2,4,
12130100,0,1,1,2,4,1
12130446,0,1,,2,7,
12130638,0,1,1,2,4,1
12131045,0,1,1,2,7,1
12131137,0,1,,7,7,
12131367,0,1,1,2,7,1
12131609,0,1,,7,7,
12132090,0,1,1,2,1,1
12132228,0,1,1,2,4,
12132266,0,1,,7,7,1
12132855,0,1,1,2,4,
12133070,0,1,,2,7,
12133262,0,1,1,2,1,1
12133660,0,1,1,2,4,1
12133683,0,1,1,2,4,1
12133829,0,1,1,2,1,1
12134182,0,1,1,2,1,1
12134328,0,1,,2,4,
12134351,0,1,,7,7,
12134825,0,1,,7,7,
12135000,0,1,1,2,4,
12135160,0,1,,7,7,
12135955,0,1,1,2,4,
12136098,0,1,1,2,4,
12136409,0,1,,2,4,1
12136867,0,1,1,2,4,1
12137766,0,1,,2,7,
12137866,0,1,1,2,1,1
12137966,0,1,1,2,4,
12138645,0,1,1,2,7,1
12138874,0,1,1,2,4,
12140056,0,1,1,2,4,
12140245,0,1,1,2,4,
12140656,0,1,,2,4,
12140748,0,1,,2,4,
12141046,0,1,,7,7,
12141138,0,2,,,7,
12141322,0,1,,2,4,
12141644,0,1,,2,4,
12141951,0,1,1,2,7,1
12141997,0,1,1,2,1,
12142097,0,1,,2,4,1
12142220,0,1,,2,4,1
12142366,0,1,1,2,1,
12142496,0,1,1,2,4,
12143066,0,1,1,2,4,
12143323,0,1,1,2,4,
12143596,0,1,1,2,10,
12143788,0,1,1,2,4,
12143857,0,1,1,2,4,
12144141,0,1,1,2,4,
12144387,0,1,1,2,4,
12145309,0,1,,2,7,
12145547,0,1,1,2,4,
12145815,0,1,,7,7,1
12145961,0,1,,7,4,1
12146429,0,1,1,2,10,1
12146775,0,1,1,2,4,
12147588,0,1,,7,7,
12147688,0,1,1,2,7,
12147818,0,1,,7,7,
12147864,0,1,,7,7,
12148353,0,1,1,2,7,
12148437,0,1,1,2,7,
12148529,0,1,,7,7,
12148736,0,1,,7,7,
12148905,0,1,1,2,7,
12149387,0,1,1,2,7,
12149509,0,1,,7,7,
12149731,0,1,,7,4,
12149946,0,1,,2,7,
12150491,0,1,,7,7,
12150683,0,1,1,2,4,1
12150729,0,1,,2,4,1
12150790,0,4,,,,
12150889,0,1,1,2,7,
12151505,0,1,,7,7,
12152108,0,1,1,2,4,
12152345,0,1,,7,7,
12152429,0,1,,7,7,
12152505,0,1,1,2,4,
12152620,0,1,1,2,4,
12152750,0,1,,2,4,
12152773,0,1,1,2,1,1
12152796,0,1,,2,4,1
12153026,0,1,,7,4,1
12153217,0,1,,7,7,
12153355,0,1,1,2,7,
12153378,0,1,,7,7,
12153478,0,1,,2,4,
12153653,0,1,1,2,4,
12153882,0,1,,2,4,
12154012,0,1,1,2,4,
12154035,0,1,,2,4,
12154265,0,1,1,2,1,1
12154709,0,,1,2,4,
12155062,0,1,1,2,4,
12155131,0,1,,2,4,
12155177,0,1,1,2,1,1
12155552,0,1,,2,4,
12155621,0,1,1,2,1,1
12155767,0,1,1,2,4,1
12156158,0,1,1,2,4,
12156480,0,1,1,2,1,1
12156787,0,1,,7,7,1
12157385,0,1,1,2,1,1
12157492,0,1,1,2,1,1
12157766,0,1,,7,7,1
12157866,0,1,,7,7,
12158004,0,2,,,7,1
12158617,0,1,1,2,7,
12158931,0,1,1,2,4,
12159161,0,1,,7,7,
12159245,0,1,1,2,7,1
12159268,0,1,,7,7,
12159413,0,1,,7,7,
12159628,0,1,,7,7,
12160295,0,1,,7,7,
12160441,0,1,,7,7,1
12160894,0,1,,7,7,
12161040,0,1,,7,7,
12161575,0,1,,7,7,
12162174,0,1,,7,7,
12162343,0,1,,2,7,
12162366,0,1,,2,7,
12162950,0,1,1,2,7,
12163196,0,1,1,2,7,
12163479,0,1,,2,7,
12163502,0,1,,7,7,
12163548,0,2,,,7,
12164383,0,1,,7,7,
12164625,0,1,,,7,
12164648,0,1,1,2,4,
12164832,0,1,,7,7,
12164955,0,1,,7,7,
12165078,0,2,,,7,
12165193,0,1,,7,7,
12165316,0,2,,,7,
12165469,0,1,,2,7,
12165684,0,2,,,7,
12165876,0,1,,7,7,
12166037,0,1,,7,7,
12166328,0,1,,7,7,
12166758,0,1,,7,7,
12167525,0,1,1,2,1,1
12167548,0,1,,2,7,
12167663,0,1,1,2,7,
12167816,0,1,1,2,4,1
12167931,0,1,,7,7,
12168383,0,1,1,2,7,
12168758,0,1,,7,7,
12169407,0,1,1,2,1,1
12169530,0,2,,,7,
12169630,0,1,,2,4,
12169799,0,1,,2,4,
12169914,0,1,,2,4,
12170421,0,1,,2,7,
12170920,0,2,,,7,
12171279,0,1,,,7,
12171754,0,1,1,2,7,
12171800,0,1,,2,7,
12171946,0,1,,7,7,
12172069,0,1,1,2,7,
12172452,0,,,,,
12172628,0,3,,,7,
12172651,0,1,,7,7,
12173049,0,1,,7,7,
12173195,0,1,,7,4,1
12173318,0,1,1,2,4,
12173341,0,1,,7,7,
12173464,0,1,,2,7,
12173610,0,1,1,2,7,1
12173733,0,1,,2,7,
12173794,0,1,,7,7,
12173970,0,1,1,2,4,
12174070,0,1,,7,7,
12174193,0,1,,2,7,
12174316,0,1,1,2,7,1
12174416,0,1,,2,4,
12175050,0,1,,2,4,1
12175096,0,1,,2,4,1
12175454,0,1,1,2,4,1
12175561,0,1,,2,1,
12177871,0,1,1,2,4,1
12178208,0,1,,2,4,
12178423,0,1,,2,4,1
12178776,0,1,,7,7,
12178922,0,1,,2,4,1
12179006,0,1,1,2,4,
12179263,0,1,1,2,7,
12179355,0,1,,2,4,
12179523,0,1,,2,4,1
12180044,0,1,,7,7,
12180347,0,1,,7,7,
12180423,0,,,,,
12181265,0,1,,7,7,
12181602,0,1,,7,7,
12181977,0,1,1,,4,
12182459,0,1,,,7,
12182834,0,1,,7,7,
12182880,0,1,,,7,
12182903,0,1,,7,7,
12182972,0,2,,,7,
12184115,0,2,,,7,
12184161,0,3,,,,
12184207,0,1,,2,7,
12184245,0,1,,7,7,
12184597,0,2,,,7,
12184773,0,2,,,7,
12184796,0,1,,7,7,
12185494,0,1,,7,7,
12185607,0,2,,,7,
12185888,0,2,,,7,
12186018,0,1,,7,7,
12186633,0,1,,7,7,
12187303,0,1,,7,7,
12187326,0,2,,,,
12187532,0,1,,7,7,
12187684,0,2,,,7,
12187928,0,3,,,7,
12187951,0,1,,7,7,
12188127,0,1,,7,7,
12188173,0,3,,,7,
12188387,0,1,,7,7,
12188463,0,3,,,7,
12188639,0,1,,7,7,
12188722,0,1,,7,7,
12188768,0,1,,7,7,
12188921,0,1,,7,7,
12189112,0,2,,,,
12189234,0,2,,,7,
12189789,0,1,,,7,
12190095,0,2,,,7,
12190202,0,1,,,7,
12190248,0,2,,,7,
12190355,0,1,,7,7,
12190946,0,1,,,7,
12191613,0,1,,7,7,
12191659,0,2,,,7,
12191774,0,1,,7,7,
12191820,0,1,,7,7,
12191966,0,1,,7,7,
12192058,0,1,,7,7,
12192571,0,2,,,7,
12192717,0,1,,7,7,
12192901,0,1,,7,7,
12194132,0,1,,7,7,
12194224,0,1,,7,7,
12194423,0,1,,7,7,
12194523,0,1,,7,7,
12194945,0,1,,,7,
12195068,0,1,,2,7,
12195137,0,4,,,7,
12195183,0,1,,7,7,
12195283,0,1,,,7,
12195711,0,4,,,7,
12195795,0,2,,,7,
12196221,0,2,,,4,
12196465,0,2,,,7,
12196899,0,1,,7,7,
12197182,0,1,,7,7,
12197518,0,1,,,7,
12197609,0,1,,7,7,
12198031,0,1,1,2,7,
12198146,0,1,,7,7,
12198261,0,3,,,7,
12198949,0,2,,,7,
12198972,0,1,,7,7,
12199041,0,4,,,7,
12199064,0,2,,,7,
12199193,0,1,,7,7,
12199362,0,2,,,7,
12199492,0,3,,,7,
12199599,0,2,,,7,
12199683,0,1,,7,7,
12199706,0,2,,,7,
12199789,0,1,,7,7,
12200376,0,1,,7,7,
12200399,0,1,,7,7,
12201322,0,1,,7,7,
12202002,0,1,,7,7,
12202278,0,1,,7,7,
12202730,0,2,,,7,
12203739,0,4,,,7,
12204096,0,2,,,7,
12204455,0,2,,,7,
12204524,0,2,,,7,
12204707,0,1,,,,
12204896,0,3,,,,
12205282,0,4,,,7,
12205564,0,1,,7,7,
12205687,0,1,,7,7,
12205787,0,1,,7,7,
12206217,0,1,1,2,7,
12206438,0,2,,,7,
12206622,0,1,,7,7,
12206760,0,2,,,7,
12206806,0,1,,7,7,
12206852,0,3,,,7,
12206921,0,1,,7,7,
12206967,0,1,,7,7,
12207036,0,2,,,7,
12207603,0,1,,7,7,
12208208,0,1,,7,7,
12208338,0,1,,7,7,
12208629,0,1,,7,7,
12208836,0,1,,7,7,
12208936,0,1,,7,7,
12209036,0,1,,7,7,
12209189,0,1,,7,7,
12209380,0,1,,7,7,
12209875,0,1,,7,7,
12210158,0,1,,2,7,
12210288,0,1,,7,7,
12210464,0,1,,,7,
12211225,0,1,,7,7,
12211370,0,2,1,,7,
12211599,0,1,,7,7,
12211622,0,3,,,,
12212537,0,1,,7,7,
12212759,0,1,,7,7,
12212882,0,2,,,,
12213509,0,2,,,7,
12213739,0,2,,,7,
12213961,0,2,,,,
12214030,0,4,,,7,
12214183,0,1,,7,7,
12214457,0,1,,7,7,
12214518,0,1,,7,7,
12214587,0,1,,7,7,
12214709,0,2,,,7,
12214732,0,1,,7,7,
12215112,0,1,,2,7,
12215378,0,1,,7,7,
12215713,0,1,,7,7,
12215782,0,2,,,,
12215919,0,1,,7,7,
12215972,0,3,,,7,
12216789,0,1,,2,7,
12216812,0,1,,2,7,
12217178,0,1,,7,7,
12217377,0,2,,,,
12217400,0,1,,7,7,
12217469,0,1,,7,7,
12217492,0,1,,7,7,
12217713,0,2,,,7,
12217882,0,1,,7,7,
12217905,0,1,,7,7,
12217951,0,1,,7,7,
12218142,0,1,,7,7,
12218393,0,1,,2,7,
12218539,0,1,,7,7,
12219015,0,1,,7,7,
12219038,0,1,,7,7,
12219153,0,1,,2,7,
12219399,0,1,,7,7,
12219468,0,1,,7,7,
12219591,0,1,,7,7,
12219614,0,1,,7,7,
12219706,0,1,,7,7,
12219928,0,1,,7,7,
12220272,0,1,,7,7,
12220906,0,1,,7,7,
12220990,0,1,,7,7,
12221074,0,1,,7,7,
12221181,0,2,,,7,
12221295,0,2,,,7,
12221524,0,1,,7,,
12221547,0,1,,7,7,
12221677,0,2,,,7,
12221998,0,1,,7,7,
12222251,0,1,,7,7,
12222633,0,1,,7,7,
12223216,0,1,,7,7,
12223338,0,1,,7,7,
12223689,0,4,,,7,
12224262,0,1,,7,7,
12224362,0,3,,,7,
12224531,0,1,,7,7,
12224777,0,1,,7,7,
12225168,0,2,1,,7,
12225268,0,1,,7,7,
12225705,0,1,,7,7,
12225858,0,2,,,7,
12226141,0,1,,7,7,
12226477,0,1,,7,7,
12226500,0,1,,,7,
12226881,0,1,,,7,
12226927,0,1,,7,7,
12226973,0,1,,7,7,
12227019,0,2,,,7,
12227165,0,1,,,7,
12228099,0,2,,,7,
12228298,0,2,,,4,
12228321,0,1,,7,7,
12228596,0,1,,7,7,
12228757,0,1,,7,7,
12229170,0,1,,7,7,
12229895,0,1,,7,7,
12230231,0,1,,7,7,
12230254,0,2,,,7,
12230315,0,1,,7,7,
12230437,0,1,,7,7,
12230483,0,1,,7,7,
12230529,0,1,,7,7,
12230842,0,2,,,,
12231108,0,1,,2,7,
12231131,0,1,,7,7,
12231154,0,1,,7,7,
12231453,0,1,,7,7,
12231537,0,1,,7,7,
12231605,0,1,,2,7,
12232055,0,2,,,7,
12232506,0,1,,7,7,
12232567,0,1,,7,7,
12232666,0,2,,,7,
12232803,0,1,,7,7,
12232826,0,1,,7,7,
12233062,0,1,,7,7,
12233123,0,1,,7,7,
12233169,0,1,,,7,
12233481,0,1,,2,7,
12233619,0,1,,7,7,
12233956,0,2,,,7,
12234062,0,1,,,7,
12234085,0,1,,7,7,
12234108,0,2,,,7,
12234246,0,1,,7,7,
12234445,0,2,,,7,
12234552,0,1,,7,7,
12234841,0,2,,,7,
12235085,0,1,,7,7,
12235108,0,1,,7,7,
12235131,0,4,,,7,
12235276,0,2,,,7,
12235390,0,1,,7,7,
12235482,0,1,,7,4,
12235505,0,1,,,7,
12235888,0,2,,,7,
12236124,0,1,,7,7,
12236604,0,1,,,7,
12236627,0,1,,,7,
12236979,0,1,,7,7,
12237079,0,1,,7,7,
12237417,0,1,,7,7,
12237517,0,1,1,2,7,1
12237732,0,1,,7,7,
12237955,0,1,1,2,7,
12238551,0,1,,7,7,
12238826,0,1,,2,7,
12239497,0,1,,7,7,
12239711,0,1,,7,7,
12239734,0,1,,7,7,
12239849,0,1,,7,7,
12240018,0,1,,7,7,
12240118,0,1,,7,7,
12240141,0,1,,7,7,
12240217,0,2,,,7,
12240378,0,1,,7,7,
12241272,0,1,,,7,
12241310,0,1,,7,7,
12241425,0,1,,7,7,
12241899,0,1,,7,7,
12241999,0,3,,,7,
12242236,0,1,,7,7,
12242359,0,1,,7,7,
12242666,0,1,,2,4,
12242848,0,1,,7,7,
12243063,0,1,,2,4,
12243132,0,1,,7,7,
12243932,0,2,,,,
12244727,0,1,,7,7,
12244888,0,1,,7,4,
12245072,0,2,,,,
12245445,0,4,,,7,
12245559,0,1,,2,4,
12245811,0,2,,,7,
12245834,0,1,,7,7,
12245964,0,1,,2,4,
12246522,0,3,,,7,
12246803,0,1,,2,4,
12246849,0,1,,7,7,
12246964,0,1,,7,7,
12247110,0,1,,2,4,
12247325,0,1,,7,7,
12247640,0,1,,2,7,
12247755,0,1,,7,7,
12248001,0,1,,2,7,1
12248062,0,4,,,4,
12248100,0,1,,7,7,
12248244,0,1,,2,4,
12248427,0,1,,7,7,
12248749,0,1,,2,4,
12249714,0,1,,7,7,
12250082,0,1,,2,4,1
12250242,0,1,,7,7,
12250265,0,1,,2,4,
12250510,0,1,,2,4,
12250671,0,1,,7,7,
12250930,0,1,,7,7,
12251013,0,4,,,7,
12252043,0,1,,7,7,
12252158,0,1,,2,4,
12252391,0,2,,,7,
12252414,0,1,,7,7,
12252644,0,2,,,7,
12253003,0,1,,2,4,
12253594,0,1,,7,7,
12253694,0,1,,7,7,
12253817,0,1,,7,7,
12253993,0,1,,7,7,
12254185,0,1,,7,7,
12254759,0,1,,2,7,
12255286,0,1,,2,4,
12255605,0,1,,7,7,
12255628,0,1,,7,7,
12256606,0,1,,2,7,
12257047,0,1,,2,7,
12257162,0,1,,7,7,
12257545,0,1,,7,7,
12257837,0,1,,7,7,
12257937,0,1,,7,7,
12258228,0,1,,2,7,
12259355,0,1,,7,7,
12259585,0,1,,7,7,
12259890,0,1,,7,7,
12260013,0,1,,7,7,
12260624,0,1,,7,7,
12260747,0,1,,7,7,
12260862,0,1,,2,7,
12260954,0,2,,,7,
12261369,0,1,,7,7,
12261690,0,1,,2,7,
12262134,0,1,,7,7,
12262478,0,1,,7,7,
12262724,0,1,,7,7,
12262747,0,1,,7,7,
12262870,0,1,,7,7,
12263162,0,1,,2,7,
12263554,0,1,,7,7,
12263830,0,1,,7,7,
12264076,0,1,,7,7,
12264766,0,1,,7,7,
12265011,0,1,,7,7,
12265180,0,1,,7,7,
12265303,0,1,,7,7,
12265495,0,1,1,2,7,
12265641,0,1,,7,7,
12265764,0,1,,7,7,
12265864,0,1,,7,7,
12265987,0,1,,7,7,
12266385,0,1,,2,7,
12266591,0,1,,2,7,
12267006,0,1,,7,7,
12267106,0,1,,2,7,
12267206,0,1,,7,7,
12267352,0,1,,7,7,
12267398,0,1,,7,7,
12267590,0,1,,7,7,
12267759,0,1,,7,7,
12268403,0,1,,7,7,
12268502,0,1,,7,7,
12268746,0,2,,,7,
12268769,0,2,,,7,
12268784,0,2,,,7,
12269221,0,4,,,7,
12269525,0,1,,7,7,
12269571,0,1,,2,7,
12269844,0,1,,,7,
12270326,0,,,,,
12270545,0,1,,2,7,
12270614,0,1,,7,7,
12271316,0,1,,7,7,
12271339,0,1,,7,7,
12271776,0,1,,7,7,
12272259,0,2,,,7,
12272320,0,1,,7,7,
12272679,0,2,,,7,
12272801,0,1,,2,7,
12273160,0,1,,7,7,
12273926,0,1,,7,7,
12274561,0,1,,7,7,
12274730,0,1,,7,7,
12274906,0,1,,7,7,
12274944,0,2,,,7,
12275113,0,1,,7,7,
12275395,0,1,,7,7,
12275539,0,4,,,7,
12275661,0,1,,7,7,
12275699,0,1,1,2,7,
12276449,0,1,,2,7,
12276594,0,1,,7,7,
12277259,0,1,,7,7,
12277282,0,1,,7,7,
12277626,0,1,,7,7,
12277649,0,1,,7,7,
12277940,0,1,,7,7,
12278009,0,2,,,7,
12278032,0,1,,7,7,
12278298,0,1,,7,7,
12278612,0,1,1,2,7,
12278857,0,1,,7,7,
12278994,0,1,,7,7,
12279301,0,1,,2,7,
12279469,0,3,,,7,
12279919,0,1,,7,7,
12279942,0,1,,7,7,
12280011,0,1,,2,7,
12280072,0,1,,7,7,
12280210,0,1,,,7,
12280723,0,3,,,7,
12281646,0,1,,7,7,
12281715,0,1,,7,7,
12281738,0,1,,7,7,
12281905,0,1,,,7,
12282402,0,1,,7,7,
12282721,0,1,,7,7,1
12283125,0,1,,7,7,1
12283729,0,1,,7,7,
12283921,0,1,,,7,1
12284036,0,1,,,7,
12284281,0,1,,7,7,
12284625,0,3,1,,7,
12284847,0,1,,7,7,
12284931,0,1,,7,7,
12284954,0,2,,,7,
12284992,0,2,,,7,
12285358,0,1,,7,7,
12285604,0,1,,7,7,
12285727,0,1,,7,7,
12285888,0,1,,7,7,
12285911,0,1,,,7,
12285980,0,1,,7,7,
12286026,0,2,,,7,
12286118,0,4,,,7,
12286225,0,1,,7,7,
12286248,0,4,,,7,
12286868,0,2,,,7,
12287075,0,1,,7,7,
12287144,0,1,,7,7,
12288112,0,1,,7,7,
12288250,0,1,,7,7,
12289609,0,2,,,7,
12289655,0,1,,7,7,
12289905,0,1,1,2,7,
12289974,0,1,,7,7,
12290180,0,1,,7,7,
12290448,0,1,,7,7,
12290609,0,1,,7,7,
12290701,0,2,,,7,
12290801,0,1,,7,7,
12290870,0,1,,2,4,
12290968,0,1,,7,7,
12291244,0,1,1,2,4,
12291627,0,1,1,2,7,
12291988,0,1,,7,7,
12292088,0,1,,7,7,
12292601,0,1,,7,7,
12293222,0,3,,,,
12293442,0,2,,,7,
12293664,0,1,,7,7,1
12293779,0,1,,7,7,
12294215,0,4,,,7,
12294794,0,1,,7,7,
12294894,0,1,,7,7,
12295415,0,1,,7,7,1
12295834,0,1,,7,7,
12295926,0,1,,7,7,
12295994,0,1,,7,7,
12296277,0,1,,7,7,
12296590,0,1,,7,7,
12296613,0,1,,,7,
12296782,0,2,,,7,
12298198,0,2,,,7,
12298816,0,3,,,7,
12298999,0,1,,7,7,
12299106,0,2,,,7,
12299234,0,1,1,2,7,1
12299257,0,1,,7,7,
12299326,0,1,,7,7,
12299702,0,1,,7,7,
12299878,0,1,,2,7,
12299916,0,,,,,
12300898,0,2,,,7,
12301672,0,1,,7,7,
12301841,0,2,,,7,
12302093,0,1,,7,7,
12302169,0,1,,7,7,
12302702,0,1,,7,7,
12302994,0,1,1,2,7,
12303238,0,1,,7,7,1
12303512,0,1,,7,7,
12303650,0,1,,7,7,
12303673,0,1,,7,7,
12303849,0,1,,7,7,
12303872,0,1,,2,7,
12303918,0,1,,7,7,
12304108,0,3,,,7,
12304688,0,1,1,2,7,
12305138,0,2,,,7,
12305184,0,1,,7,7,
12305322,0,3,,,7,
12305428,0,1,,,7,
12306075,0,1,,7,7,
12307124,0,1,,7,7,
12308097,0,1,,7,7,
12308143,0,1,,7,7,
12308258,0,1,,7,7,
12308580,0,1,,7,7,1
12308649,0,1,,7,7,
12308841,0,1,,7,7,
12308964,0,1,,7,7,
12308987,0,1,1,2,7,
12309033,0,1,,7,7,
12309162,0,1,,7,7,
12309738,0,1,,7,7,
12309906,0,4,,,7,
12309929,0,3,,,7,
12310210,0,1,,7,7,
12310889,0,1,,7,7,
12311203,0,1,,7,7,
12311395,0,1,1,2,7,
12311564,0,1,,7,7,1
12311702,0,1,,7,7,1
12311771,0,1,,7,7,
12311978,0,1,,7,7,
12312262,0,1,,7,7,
12312385,0,1,,7,7,
12312731,0,1,,7,7,
12313054,0,1,,7,7,
12313446,0,1,,7,7,
12313711,0,1,,7,7,
12313834,0,1,,7,7,
12313987,0,1,1,2,7,
12314213,0,1,,7,7,
12314562,0,1,,7,7,
12316270,0,1,,7,7,
12316415,0,1,,7,7,
12317505,0,1,,7,7,
12318019,0,1,,,7,
12318306,0,3,,,7,
12318688,0,1,,2,4,
12318757,0,1,,2,7,1
12319038,0,3,,,7,
12319768,0,1,,7,7,
12320006,0,1,,2,4,1
12320355,0,2,,,7,
12320929,0,1,,7,7,
12321029,0,1,,7,7,1
12321152,0,1,,7,7,
12321502,0,1,1,2,7,1
12321655,0,1,1,2,4,1
12321904,0,1,,7,7,
12321927,0,1,,7,7,
12321973,0,1,,7,7,
12322347,0,1,,7,7,
12322393,0,1,,7,7,1
12322650,0,1,1,2,7,
12322765,0,2,,,7,
12323018,0,2,,,7,
12323469,0,1,1,2,4,1
12323492,0,1,,7,7,
12323775,0,1,1,2,7,
12324310,0,1,,2,7,
12324348,0,1,,7,,
12324478,0,1,1,2,7,
12324646,0,3,,7,7,
12325109,0,1,1,2,4,
12325223,0,1,1,2,7,
12325246,0,1,1,2,7,
12325461,0,1,,7,7,
12325652,0,1,1,2,4,
12325805,0,1,1,2,4,
12326042,0,1,,7,7,
12326165,0,1,,7,7,
12326746,0,1,,7,7,
12327099,0,1,,7,7,
12327191,0,1,1,2,4,
12327414,0,1,,7,7,
12327514,0,1,,7,7,
12327682,0,1,1,2,7,
12327834,0,1,,7,7,
12327934,0,1,,7,7,
12328034,0,1,,7,7,
12328164,0,1,,2,7,
12328492,0,1,,7,7,
12328615,0,1,1,2,10,1
12328684,0,2,1,,7,
12328814,0,1,,2,4,
12328860,0,1,,7,7,
12329144,0,1,,7,7,
12329197,0,1,,7,7,1
12329242,0,1,,7,7,
12329472,0,1,,7,7,
12329595,0,1,,2,7,
12329718,0,1,,7,7,
12329841,0,1,1,2,4,
12329956,0,1,,2,7,
12330056,0,1,,2,7,
12330079,0,1,,2,7,1
12330179,0,1,,2,4,1
12330279,0,1,,2,7,
12330379,0,1,1,2,4,
12330479,0,1,,7,7,
12331267,0,3,,,7,
12331694,0,1,,2,4,
12331832,0,1,1,2,4,1
12332022,0,3,,,7,
12332443,0,1,,2,4,1
12332594,0,1,,,7,
12333101,0,1,1,2,4,
12333315,0,1,1,2,7,1
12333513,0,1,,7,7,
12333559,0,2,,,7,
12333712,0,4,,,7,
12333735,0,1,,7,7,
12334002,0,3,,,7,
12334277,0,1,,7,7,
12335303,0,1,,7,7,
12335464,0,1,,7,7,
12335579,0,2,1,,7,
12335794,0,1,,7,7,
12336109,0,1,,7,7,
12336753,0,1,,7,7,
12336853,0,1,,7,7,
12336922,0,1,,7,7,1
12337175,0,1,,7,7,
12337620,0,1,1,2,7,
12337942,0,1,,7,7,
12338165,0,1,1,2,4,1
12338211,0,1,,7,7,
12338311,0,1,1,2,7,
12338502,0,4,,,7,
12338709,0,1,,7,7,
