zpid,bathrooms,bedrooms,fullbathrooms,finishedSqFt,lotsizeSqFt,latitude,longitude,yearbuilt,amount
11705869,1,3,1,1521,7357,34002453,-118283197,1907,234545
11706867,2,3,2,1858,6400,34007913,-118297787,1910,38100
11706913,4,4,4,2464,6020,34005639,-118297426,1995,320563
11707304,2,2,2,1355,6600,34004646,-118294216,1920,182961
11707699,2,2,2,1984,6487,34009719,-118305513,1922,498709
11707791,1,2,1,1142,5632,34006339,-118307194,1919,124242
11707814,1,3,1,1096,5720,34006941,-118306570,1921,176465
11707937,1,2,1,868,6796,34007310,-118303313,1921,30957
11708244,1,3,1,1282,5529,34005806,-118306142,1912,33310
11708267,4,5,4,3128,5852,34004837,-118306142,1922,156115
11708404,1,2,1,1134,6159,34006988,-118309920,1919,202345
11708473,1,3,1,1784,6164,34009644,-118309920,1912,104091
11709302,2,3,2,1608,5388,34007936,-118319118,1922,361658
11709523,4,8,4,3124,4630,34005770,-118327676,1944,262636
11710058,2,4,2,3008,4626,34004219,-118322163,1938,399596
11710150,2,3,2,1733,5747,34004743,-118335362,1936,72973
11710386,1,2,1,1957,5509,34009519,-118332079,1936,194341
11710682,1,2,1,1546,4791,34006443,-118329804,1935,420089
11710705,4,6,4,3936,5459,34008674,-118329025,1948,547753
11710866,2,3,2,1599,6124,34019224,-118367656,1949,349465
11711134,1,1,1,919,588738,34019911,-118362630,1945,96000
11711234,1,2,1,1100,557296,34019540,-118360819,1942,115000
11711357,1,2,1,826,529449,34019618,-118358626,1942,87000
11711457,1,2,1,982,552040,34019900,-118358000,1942,103000
11711771,4,6,4,3395,8588,34005205,-118346921,1960,1019980
11711993,2,3,2,1960,7067,34003607,-118354928,1955,153746
11712335,3,2,3,1543,14653,34012027,-118353527,1961,216246
11712481,2,3,2,2177,7155,34010974,-118353428,1961,527672
11712581,2,3,2,2087,6384,34007326,-118353464,1976,695417
11712742,2,3,2,1240,10869,34015509,-118357594,1947,430334
11712842,3,5,3,2552,7213,34016299,-118361123,1955,370855
11712965,2,3,2,1388,7104,34018869,-118370293,1950,112413
11713065,2,3,2,1557,8395,34017540,-118370542,1952,600000
11714536,2,2,2,1885,6466,34012204,-118332100,1936,195660
11714982,1,2,1,1616,5999,34013791,-118329249,1939,354284
11715251,2,3,2,1530,6153,34013748,-118326487,1939,440000
11715520,2,4,2,1899,6004,34016111,-118324489,1939,198811
11715643,2,3,2,1686,6000,34014296,-118322522,1935,129299
11716042,3,3,3,1996,6500,34016242,-118318694,1925,43399
11716234,3,3,3,2234,6503,34016737,-118318068,1922,105470
11716280,1,2,1,1344,8074,34015828,-118316958,1923,61772
11716786,2,3,2,1660,5160,34015271,-118313431,1913,31164
11716855,1,2,1,1220,5401,34016160,-118308586,1915,188055
11716947,1,2,1,1258,5166,34016179,-118313565,1914,184367
11717085,2,3,2,1432,5441,34017069,-118308716,1909,261702
11717384,1,4,1,1693,4964,34017440,-118306563,1913,26057
11717445,1,2,1,1204,4965,34015736,-118307174,1910,314000
11717491,2,2,2,1384,4964,34015621,-118305511,1915,227000
11717560,4,8,4,2332,5305,34015768,-118302668,1963,500000
11717621,2,2,2,1600,5624,34014008,-118299599,1922,37213
11718003,1,3,1,1532,6608,34011534,-118302206,1914,195143
11718247,4,7,4,2785,10443,34016160,-118298483,1921,551472
11718484,1,2,1,1139,6000,34016344,-118293700,1910,184880
11718590,1,3,1,1590,4049,34014680,-118294074,1910,166739
11718899,4,10,4,3386,6423,34026392,-118298537,1909,42605
11719472,4,4,4,5110,6709,34026944,-118295754,1914,296973
11719906,2,3,2,1069,3398,34024332,-118301360,1905,76324
11720511,2,2,2,1726,6075,34018723,-118299773,1915,356992
11720909,2,3,2,1528,5799,34022084,-118318846,1911,206973
11721492,1,3,1,1142,5880,34022523,-118311728,1924,315683
11721538,1,3,1,1108,6405,34024296,-118312147,1925,433491
11721599,4,8,4,3192,6993,34024293,-118315348,1945,331493
11721865,4,6,4,2251,4809,34031475,-118359666,1924,510310
11721926,2,3,2,1410,4829,34030652,-118360439,1985,228043
11722667,4,4,4,2704,5804,34023065,-118327088,1925,268502
11722797,2,4,2,1822,5599,34022195,-118325379,1922,32994
11722981,1,2,1,1372,5952,34022321,-118323522,1923,31766
11723088,2,3,2,1521,5606,34025030,-118321815,1920,221944
11723203,1,2,1,960,4993,34021993,-118321179,1920,317000
11723295,2,4,2,1620,6373,34017067,-118341154,1944,391086
11723395,2,3,2,2195,6428,34014740,-118340019,1954,276438
11723495,3,2,3,2244,6411,34016453,-118337277,1941,161684
11723595,2,3,2,1344,7148,34016745,-118335172,1946,230623
11723709,1,2,1,920,5363,34023213,-118336008,1926,410200
11724357,3,3,3,1736,6239,34018816,-118337672,1938,73170
11724457,2,2,2,1413,6240,34019685,-118339644,1948,299737
11724557,2,4,2,1512,6000,34018673,-118342991,1944,538000
11724754,2,2,2,1364,7127,34021900,-118366367,1950,65033
11725963,1,3,1,1152,3000,34028143,-118364906,1953,39321
11727505,1,2,1,996,5233,34029708,-118338233,1923,176993
11727789,1,3,1,1529,7772,34026673,-118340426,1927,159411
11727896,1,2,1,1205,4934,34027029,-118336149,1925,329923
11728368,1,2,1,970,7500,34027786,-118324705,1940,67994
11728460,4,4,4,3290,7501,34029740,-118328469,1924,97033
11728506,4,4,4,3446,7956,34027787,-118330419,1924,448720
11728659,2,2,2,1600,3461,34027456,-118331182,1926,335000
11729210,2,2,2,1280,5629,34029912,-118319686,1922,252393
11729478,1,2,1,1633,5206,34027112,-118314691,1908,337144
11729516,2,3,2,2209,5961,34026204,-118311281,1910,425000
11729608,2,3,2,1705,5044,34027633,-118311716,1906,173446
11729631,1,3,1,984,6251,34028820,-118313724,1906,123002
11730150,3,4,3,1558,5319,34028147,-118306557,1905,179603
11730616,2,2,2,1542,7099,34026865,-118300929,1948,85635
11730876,4,4,4,4734,6552,34028205,-118298535,1915,573781
11730998,4,4,4,4436,9996,34027486,-118296392,1913,284667
11731158,4,4,4,3214,7422,34034210,-118294771,1914,301127
11731562,2,3,2,2216,6158,34028408,-118291471,1904,362440
11731722,1,1,1,697,2862,34030446,-118289981,1939,59122
11731972,4,8,4,4526,5881,34035421,-118287916,1915,1020779
11731995,3,4,3,1872,5653,34036222,-118286937,1914,403819
11732018,4,4,4,3200,5855,34035748,-118284429,1905,295352
11732291,0,0,,2842,6845,34045999,-118290333,1952,700000
11732442,15,16,15,7281,6086,34045517,-118285169,1927,713449
11732685,2,5,2,1501,7300,34043529,-118289176,1916,331492
11733094,1,2,1,1132,2549,34031244,-118342401,1927,253696
11733209,2,2,2,1477,5199,34031870,-118344618,1938,420000
11733623,2,4,2,1790,5205,34027110,-118347505,1928,301887
11733822,1,4,1,2656,6302,34034122,-118315436,1908,347237
11734355,3,3,3,1741,8401,34033332,-118327808,1952,71965
11734531,4,5,4,6254,18326,34032987,-118321250,1912,122351
11734569,4,4,4,3976,6755,34035533,-118319461,1922,361671
11734607,2,4,2,3129,7500,34033928,-118318794,1921,295695
11735225,2,3,2,2474,8036,34035915,-118334088,1927,168106
11735807,1,3,1,1347,3745,34035415,-118341442,1924,141301
11735937,1,3,1,1644,7820,34039025,-118346771,1925,430334
11736204,1,2,1,1032,5037,34036413,-118350856,1924,33200
11736457,2,4,2,1465,4799,34035455,-118351235,1923,319338
11736480,2,4,2,1392,7206,34035697,-118352224,1921,326592
11736610,4,8,4,4742,7567,34040209,-118354643,1928,670000
11736909,2,3,2,1572,5369,34038915,-118355286,1925,142191
11737116,1,2,1,1008,7272,34038684,-118358085,1922,35854
11737306,2,4,2,1468,6553,34038190,-118358928,1924,238495
11737642,1,2,1,1372,7431,34042126,-118359910,1929,291717
11737665,2,4,2,1901,5750,34042682,-118360156,1936,286509
11738061,2,2,2,1194,4872,34040555,-118365934,1939,448791
11738598,1,1,1,1168,5000,34034404,-118371378,1938,263352
11738666,2,2,2,1856,5657,34039703,-118373632,1942,830000
11738727,1,3,1,1318,6576,34043760,-118374145,1940,744584
11739126,1,2,1,1405,4999,34044985,-118367800,1941,51566
11739759,1,4,1,1231,5000,34042129,-118346785,1925,36665
11740483,2,3,2,2010,7893,34046240,-118369556,1928,78080
11740597,2,2,2,1390,8840,34049400,-118369000,1990,506000
11740879,2,4,2,2603,6883,34047208,-118363912,1930,884781
11741140,4,4,4,2994,5843,34046813,-118361906,1929,481596
11741316,2,4,2,2772,4096,34049298,-118359516,1932,388661
11742429,3,4,3,2748,8946,34043376,-118329191,1922,232403
11743102,2,6,2,2050,7003,34041499,-118336194,1925,600000
11743262,3,5,3,2524,5678,34040536,-118340647,1932,294575
11743437,3,5,3,2566,8303,34045418,-118325068,1909,195493
11743658,4,8,4,4724,5459,34046957,-118321842,1922,1059028
11743719,4,8,4,4092,7500,34042220,-118322393,1917,52176
11743932,3,5,3,3952,7000,34041102,-118319961,1923,264876
11744205,4,7,4,2616,13146,34043955,-118312541,1999,359354
11744734,4,9,4,4244,15288,34038488,-118310338,1904,332324
11745426,5,6,5,7756,15918,34038116,-118304912,1904,213131
11745479,2,5,2,3769,5010,34045998,-118290988,,294125
11745494,2,3,2,1490,4125,34045172,-118291285,1910,21776
11745919,2,2,2,1388,2770,34041779,-118293944,1914,318221
11746624,3,4,3,4042,7000,34048679,-118286451,1911,331040
11747616,2,4,2,2225,5906,34051275,-118295620,1926,300134
11748077,1,2,1,1216,5910,34048419,-118295189,1908,31773
11748844,3,4,3,1278,6214,34049425,-118303992,1977,428966
11749041,2,2,2,2358,5906,34050067,-118301891,1937,155172
11749162,1,2,1,1104,5902,34049569,-118300421,1905,32180
11749185,1,2,1,968,5905,34048266,-118300418,1900,264409
11750425,3,7,3,3278,7126,34050433,-118328299,1947,77056
11750838,2,4,2,3304,6128,34055983,-118337555,1925,261902
11750938,2,3,2,1811,7268,34053917,-118336159,1923,71958
11751061,4,6,4,2813,4840,34050904,-118332647,1922,600027
11751253,3,3,3,1932,5920,34049789,-118339781,1927,797056
11751887,2,8,2,4402,7804,34056668,-118346870,1926,597372
11752155,2,4,2,2317,5998,34050783,-118341805,1925,64212
11752231,2,4,2,2568,8989,34052819,-118343905,1925,72177
11752300,3,5,3,3315,2918,34053267,-118345776,1932,689567
11752629,1,2,1,1644,6748,34056932,-118351405,1925,278848
11753225,3,3,3,2378,5850,34051587,-118357781,1937,391307
11753916,2,4,2,3364,6556,34061296,-118358469,1926,337408
11754481,2,2,2,1736,6000,34056825,-118368372,1925,78075
11754604,4,4,4,2702,6503,34053486,-118368125,1927,679532
11754857,3,4,3,2544,10291,34060173,-118364481,1927,622199
11755049,3,4,3,2378,7499,34061525,-118367867,1927,1161654
11755209,4,6,4,4634,6004,34059026,-118365964,1931,506818
11755628,2,4,2,2019,7000,34059870,-118354315,1925,814356
11755797,2,3,2,2028,7366,34059700,-118349185,1925,877632
11756057,4,4,4,2520,7167,34057850,-118335720,1922,885417
11756157,3,5,3,3646,7911,34059905,-118332041,1924,111129
11756272,3,4,3,2345,5842,34060179,-118329814,1927,1148000
11756318,3,4,3,2109,6282,34059448,-118328841,1922,142878
11756341,2,3,2,1806,7819,34057497,-118329567,1923,971915
11756579,2,4,2,3801,8590,34055146,-118323641,1924,1595681
11756602,2,2,2,1584,6007,34056634,-118325487,1922,910000
11757203,2,6,2,2315,6847,34056464,-118319386,1920,307452
11757226,2,3,2,2708,9921,34059187,-118317445,1921,800000
11757484,1,4,1,2406,9282,34057366,-118317085,1918,359373
11757622,4,4,4,3456,7155,34055529,-118314855,1916,1150000
11757931,0,0,,,8137,34060942,-118312841,,1525119
11758222,1,2,1,909,32248,34058800,-118306000,1979,277158
11759942,4,4,4,2016,6097,33990293,-118275841,1927,67747
11760049,2,3,2,1559,5440,33991740,-118275668,1907,356402
11760469,2,3,2,1350,3132,33994610,-118260170,1999,266498
11760782,2,4,2,1801,7162,33992230,-118259378,1920,93058
11761156,1,3,1,1458,5400,33995076,-118253473,1907,269000
11761209,1,2,1,681,1845,33995758,-118250737,1908,80548
11761492,1,2,1,907,5138,33993642,-118252548,1911,165300
11762155,2,3,2,820,4417,33992158,-118242028,1922,54298
11762823,2,3,2,1273,4800,33999118,-118243312,1985,170551
11763503,2,3,2,1800,5446,33999175,-118253191,1909,284621
11763618,1,2,1,564,1174,33998909,-118249198,1914,99386
11763863,2,4,2,1226,5011,33997254,-118249718,1908,221725
11764107,1,3,1,1284,6593,33998941,-118262887,1907,170558
11764755,4,4,4,1642,5080,33995587,-118271625,1951,207869
11764816,1,4,1,1874,7200,33995488,-118269420,1905,353000
11764908,2,3,2,1591,5159,33999529,-118268849,1921,96588
11764954,2,6,2,1796,5799,34001749,-118269004,1913,294773
11764977,4,8,4,3228,5400,34000806,-118269131,1961,390375
11765000,4,8,4,3778,5641,34003548,-118269891,1985,426436
11765023,1,2,1,1178,5307,34002658,-118269140,1912,133198
11765046,2,4,2,2324,6800,34003192,-118269273,1934,272308
11765069,1,2,1,802,4360,34002512,-118268056,1906,16679
11765176,1,2,1,872,4986,34002078,-118265249,1919,20141
11765214,6,10,6,3386,6095,34000928,-118266140,2012,512098
11765863,1,3,1,1363,5404,33999852,-118278341,1907,198576
11765947,2,3,2,1239,4751,33998916,-118274837,1908,172631
11765993,2,4,2,1744,5446,33998038,-118276353,1913,354893
11766702,3,6,3,2920,6075,34008815,-118276774,1907,351892
11767449,2,2,2,1224,3563,34006667,-118271558,1921,140000
11768608,1,3,1,1278,5119,34005437,-118262561,1908,115956
11768707,1,3,1,1262,6751,34004555,-118256678,1907,58709
11769142,2,4,2,1645,3411,34008823,-118251500,1998,219200
11769486,2,5,2,2050,7493,34004502,-118247137,1922,159073
11769930,1,3,1,816,4838,34004651,-118242792,1918,247855
11770118,4,7,4,4662,4998,34012261,-118244678,1931,57554
11770202,2,5,2,1698,5013,34012219,-118246398,1949,220527
11770248,1,2,1,968,4775,34010615,-118244330,1922,196345
11770294,1,2,1,1512,6931,34009718,-118243874,1910,173076
11770340,2,3,2,1584,5138,34010142,-118245421,1925,263571
11770378,4,6,4,1900,5305,34008865,-118243309,2000,263579
11770393,1,1,1,470,2293,34009019,-118243804,1923,95209
11770959,3,4,3,1607,6064,34019574,-118252298,1941,195404
11771157,4,8,4,2226,5566,34016374,-118252036,1964,390382
11771180,4,6,4,1950,5196,34016591,-118251147,1994,285120
11771379,1,2,1,1064,5749,34020635,-118247650,1907,17084
11771895,4,6,4,3117,5440,34016883,-118262168,1905,182929
11772291,2,3,2,1558,3991,34014289,-118268050,1982,239850
11772314,2,2,2,1455,3505,34013032,-118268848,1895,279269
11772429,1,3,1,1269,4568,34013944,-118270274,1906,17092
11774416,1,3,1,1241,6665,34025737,-118260789,1875,147056
11774999,2,4,2,1934,6239,34021508,-118264272,1921,231076
11775037,3,6,3,2230,7325,34022658,-118263724,,154138
11776098,1,2,1,1176,5999,34023058,-118253423,1905,171624
11777937,2,3,2,2420,6365,34044430,-118280866,1903,337413
11778043,1,2,1,1282,5214,34042380,-118282862,1905,157183
11778239,1,3,1,1344,4817,34043243,-118276466,1903,205587
11779331,1,1,1,926,147338,34045700,-118273000,1983,258000
11779627,2,2,2,1193,83398,34045100,-118261000,1983,481160
11779750,2,2,2,1193,83398,34045100,-118261000,1983,209143
11787629,1,1,1,708,38536,34053400,-118250000,1990,102128
11787729,1,1,1,802,38536,34053400,-118250000,1990,124802
11788841,2,2,2,1232,123889,34056700,-118252000,1982,208692
11789017,1,1,1,762,106162,34056400,-118252000,1968,401700
11789117,1,0,1,481,106162,34056400,-118252000,1968,159844
11789447,4,4,4,3240,7001,34062266,-118267025,1910,237145
11789664,2,2,2,1364,1291,34060448,-118262006,1923,134249
11790498,1,2,1,1078,24297,34069400,-118282000,1984,292012
11790658,2,2,2,1491,46949,34064900,-118283000,1981,146729
11791040,1,1,1,574,16912,34067600,-118280000,1971,64954
11791685,3,6,3,2641,9363,34074553,-118276394,,74610
11791852,2,2,2,1035,12499,34074700,-118276000,1981,254994
11792103,2,2,2,1814,5629,34070674,-118273165,1910,188746
11792141,3,5,3,2326,7994,34069356,-118271877,1923,325971
11792487,1,1,1,465,2239,34071003,-118265765,1911,110008
11793503,4,4,4,2848,7496,34062403,-118252713,1953,25377
11793713,1,1,1,841,87054,34046300,-118239000,1985,300722
11793813,1,1,1,590,87054,34046300,-118239000,1985,115954
11797032,2,2,2,934,4999,34026928,-118214248,1905,184624
11798433,2,3,2,1657,4903,34051941,-118219011,,276423
11798608,2,4,2,3704,6498,34042188,-118218318,1906,461516
11799334,2,5,2,1743,5728,34054151,-118198596,1961,400000
11799556,1,2,1,1048,5917,34050841,-118198682,1922,274000
11799640,4,7,4,2770,6995,34050494,-118200678,1920,420089
11799732,1,3,1,973,5007,34048934,-118200947,1910,28912
11799976,3,7,3,3456,5999,34046494,-118202844,1927,142230
11800022,3,4,3,2197,5532,34045486,-118201010,1923,217518
11800212,3,6,3,1861,5202,34048631,-118195910,1910,113406
11800442,1,3,1,1242,5204,34046677,-118198223,1923,140018
11800588,2,3,2,1607,6471,34045452,-118195418,1924,196457
11800810,2,4,2,1866,4640,34042674,-118194591,1913,31978
11801292,4,4,4,3100,4992,34036950,-118198696,1923,511675
11801315,1,3,1,1094,4962,34035711,-118199179,1901,152458
11801338,1,2,1,732,2008,34035079,-118197741,1908,149992
11801575,1,2,1,657,4761,34036020,-118193395,1907,117257
11801970,2,5,2,1963,6254,34040269,-118207166,1898,241812
11802084,2,2,2,1956,6949,34042695,-118203595,1913,43603
11802122,1,3,1,1260,5400,34043689,-118203728,1921,278346
11802183,2,3,2,1261,4645,34043031,-118201160,1906,261966
11802865,1,3,1,1530,4363,34036361,-118217644,1908,204855
11803086,1,6,1,1414,6000,34038194,-118211359,1928,326000
11803239,2,4,2,1848,6147,34036189,-118203717,,126765
11803262,2,3,2,1395,4509,34036418,-118208351,,36448
11803690,1,3,1,1446,6598,34032754,-118208083,1921,140068
11803958,2,5,2,1992,4793,34034151,-118199877,1921,42588
11804088,1,3,1,824,4995,34032525,-118197934,1925,167276
11804111,1,3,1,1056,5000,34033207,-118197504,1923,244000
11804134,2,5,2,1880,5623,34032431,-118194129,1921,368857
11804272,1,2,1,936,5512,34031507,-118201120,1909,138183
11804410,1,2,1,751,1649,34032556,-118204716,1906,15044
11804456,1,2,1,798,5902,34031303,-118202879,1929,28307
11804479,2,5,2,1753,6581,34031286,-118204155,1912,320632
11804601,2,4,2,1331,5615,34029296,-118193835,1910,38103
11804890,1,1,1,525,4940,34021104,-118192246,1921,152167
11805119,1,2,1,936,3912,34025126,-118199580,1910,143342
11805142,2,3,2,2476,8450,34024922,-118200418,1960,138484
11805814,2,3,2,1483,4913,34025876,-118211364,1922,40541
11805860,3,4,3,1644,4798,34025585,-118209281,1911,234189
11805952,2,3,2,1440,12962,34023633,-118206806,1924,155460
11805998,1,2,1,660,2649,34023640,-118205072,1925,177000
11806044,2,4,2,1870,5679,34021965,-118201915,1924,247023
11806113,1,2,1,865,4200,34020576,-118203102,1950,159217
11806666,2,2,2,1206,5023,34021237,-118200236,1939,236280
11806773,2,2,2,980,2527,34019362,-118200221,1923,116319
11806855,2,5,2,1852,4811,34017764,-118193617,1923,305689
11806878,1,2,1,670,4798,34017103,-118194011,1922,149592
11807320,9,9,9,3352,5227,34056474,-118209295,2005,419281
11807601,2,6,2,2080,6442,34058262,-118198484,1943,247800
11808124,1,2,1,896,2200,34071387,-118212308,1909,18512
11808366,1,5,1,1920,6252,34081681,-118213878,1908,250682
11809516,1,2,1,840,4391,34089122,-118206256,1919,41269
11809745,1,2,1,1320,6247,34088951,-118205025,1938,210878
11809867,1,2,1,740,5950,34084302,-118208973,1890,248088
11809897,2,3,2,1100,6327,34084871,-118207138,1965,259632
11810524,1,1,1,828,3488,34077413,-118202385,1923,349000
11811225,1,1,1,793,4310,34079236,-118193902,1946,25244
11811855,1,2,1,978,4799,34067332,-118207688,1905,148859
11812077,1,2,1,901,2799,34070104,-118205305,1904,225413
11812768,2,4,2,1502,7497,34088642,-118183544,1938,339438
11813393,2,1,2,1080,29258,34082700,-118181000,1995,126455
11813531,1,2,1,1327,6623,34082524,-118177994,1911,281007
11814514,1,2,1,953,7957,34063226,-118187359,1940,39725
11814660,1,2,1,883,4807,34063599,-118185525,1949,206970
11814767,1,2,1,1020,15184,34066247,-118182954,1942,482000
11814874,3,6,3,2534,5999,34064526,-118181731,1942,338315
11814989,2,3,2,1369,6595,34069216,-118180394,1940,295087
11815112,1,3,1,1122,9496,34071989,-118183816,1947,252420
11815258,2,3,2,1328,5246,34071381,-118178471,1956,46866
11815365,1,2,1,963,4799,34076867,-118176386,1924,108011
11815533,1,2,1,728,5122,34074870,-118172993,1947,192231
11816277,2,4,2,1520,2508,34074538,-118170710,1980,225667
11816292,4,5,4,2691,4899,34074332,-118171564,1948,257062
11816361,1,3,1,1318,4805,34076750,-118174688,1940,38520
11816589,1,2,1,666,6133,34087864,-118171147,1922,185232
11816673,4,6,4,2785,6999,34080724,-118176763,1959,437060
11816826,2,4,2,1893,6600,34083969,-118172991,1947,297853
11816849,1,2,1,828,7501,34083991,-118174512,1950,143307
11816918,3,3,3,1932,7150,34081293,-118175287,1918,135048
11817116,1,3,1,1030,7692,34087980,-118169112,1912,411000
11817254,3,3,3,1768,7496,34085639,-118168698,1924,251139
11817857,2,3,2,1638,4796,34082644,-118162166,1928,53828
11818118,1,2,1,1048,4911,34080323,-118169156,1951,257762
11818187,2,2,2,1536,11784,34078184,-118166787,1946,50332
11818233,1,2,1,870,4609,34079210,-118167151,1938,392692
11818363,6,9,6,4480,8558,34080770,-118165039,1982,509624
11819570,1,2,1,760,4810,34064671,-118174200,1947,59318
11819677,2,3,2,1632,6812,34067484,-118171417,1964,260252
11820480,3,3,3,1562,4063,34058478,-118170765,1940,305993
11820526,2,4,2,2564,4454,34059731,-118168559,1991,274055
11820618,2,4,2,1404,5033,34057446,-118169260,1949,198829
11820687,1,3,1,876,4156,34055519,-118170464,1937,60639
11820710,1,2,1,1090,4142,34055915,-118171207,1939,42497
11820893,3,5,3,1817,5600,34044435,-118173892,1960,219201
11820962,2,4,2,1227,3938,34045535,-118171597,1924,221256
11821092,1,2,1,952,5294,34058643,-118175525,1925,29177
11821390,1,4,1,920,3465,34055289,-118175463,1957,151166
11822475,4,4,4,2027,7153,34044318,-118180529,1914,288176
11822536,2,3,2,1192,3695,34047200,-118179949,1927,167386
11822582,2,3,2,1500,7507,34044737,-118179355,1924,279240
11822773,2,3,2,1063,2686,34054540,-118177843,1955,249443
11823077,2,4,2,1122,6513,34052790,-118184652,1926,85076
11823367,1,3,1,1663,6152,34052700,-118192656,1948,54055
11823863,1,2,1,1299,7179,34051977,-118183419,1914,60543
11823909,1,2,1,768,7250,34049405,-118183562,1928,27081
11823947,1,1,1,528,4518,34047565,-118183174,1924,26060
11823970,1,2,1,642,2528,34045126,-118183504,1930,55206
11824069,2,3,2,1324,4057,34049712,-118184736,1964,112768
11824245,3,6,3,2888,7354,34042609,-118185452,1910,320253
11824268,1,4,1,1542,7150,34049827,-118186459,1924,111462
11824329,2,2,2,1527,7227,34048312,-118187253,1933,42079
11824352,4,7,4,2596,8719,34047427,-118186547,1965,320851
11824697,1,2,1,738,6740,34042814,-118188766,1921,56581
11824965,1,2,1,728,5002,34038397,-118188578,1907,262000
11825095,3,5,3,2014,6191,34037806,-118190136,1958,279016
11825552,2,4,2,1962,6835,34041688,-118185411,1964,361733
11825727,2,2,2,1656,5408,34041204,-118175536,1922,89272
11826101,2,5,2,2379,6527,34035129,-118180419,1924,287000
11826399,2,3,2,1740,5454,34041214,-118173873,1979,116142
11826947,2,3,2,1020,5641,34038246,-118162241,1979,202806
11826985,2,2,2,1152,5447,34043029,-118165158,1926,191194
11828400,2,4,2,1867,12342,34054118,-118151394,1965,312206
11828596,4,4,4,3105,7507,34029977,-118189415,1911,139368
11828619,1,2,1,1326,5701,34031078,-118186713,1911,29322
11829332,1,2,1,729,1416,34023300,-118192000,1990,132888
11830408,2,4,2,2083,5447,34022974,-118158026,1938,213785
11830431,3,3,3,1654,4908,34022316,-118157638,1928,239148
11830454,2,2,2,1578,4966,34024359,-118156603,1929,255743
11831430,4,6,4,2164,4983,34017802,-118188001,1962,169951
11832075,2,4,2,1222,5301,34015098,-118170646,1963,120136
11833494,1,2,1,1125,2745,34013556,-118162392,1928,278689
11833532,2,3,2,1314,5424,34014171,-118161196,1940,49522
11833684,1,3,1,1021,4012,34020151,-118171375,1923,271993
11833707,3,4,3,1896,5452,34017949,-118170981,1922,123756
11833745,2,5,2,2190,5640,34022416,-118170078,1964,302634
11833951,1,2,1,864,5565,34021462,-118167727,1922,209513
11834096,1,2,1,832,5652,34017050,-118167271,1925,221335
11834233,1,1,1,891,6853,34019317,-118165333,1924,147693
11834332,2,4,2,1500,5056,34015927,-118165167,1924,360000
11834523,4,8,4,3072,9659,34029689,-118168838,1963,258119
11834638,2,4,2,1626,7000,34031134,-118166343,1923,76973
11834791,1,3,1,1484,6554,34024854,-118167789,1936,389000
11835013,2,4,2,2340,13322,34029906,-118164221,1923,173273
11835036,4,4,4,2716,15985,34030993,-118164039,1939,52993
11835143,2,3,2,1227,4582,34032389,-118158131,1949,112348
11835732,1,3,1,1218,4035,34027887,-118158880,1931,35084
11835915,2,3,2,1292,6201,34027445,-118140244,1939,70630
11836061,1,2,1,1579,6283,34030976,-118142247,1947,83353
11836153,3,3,3,1834,9738,34032604,-118144266,1967,226948
11836222,1,2,1,1175,5989,34031082,-118145902,1940,244350
11836466,4,3,4,1732,5152,34031173,-118148069,1948,239283
11837005,2,3,2,1398,5176,34043684,-118154345,1950,61147
11837197,2,4,2,1738,6180,34037264,-118154666,1947,268404
11837694,2,3,2,1434,6039,34045203,-118158293,1957,379595
11837794,2,3,2,1620,7212,34046042,-118155864,1957,92763
11837894,3,4,3,2116,13301,34046369,-118152899,1957,664316
11837994,2,3,2,1344,11811,34050291,-118156084,1958,339138
11838094,2,4,2,1620,8771,34048724,-118150740,1958,647686
11838393,2,3,2,1500,7556,34048867,-118146643,1960,277125
11838493,4,4,4,2897,17186,34052328,-118142465,1960,733369
11839330,2,3,2,1838,7424,34044932,-118145688,1957,315864
11839483,3,4,3,2070,8408,34053117,-118140310,1963,625318
11839621,3,3,3,1340,139944,34060900,-118153000,1974,97994
11839844,2,3,2,1378,7306,34060673,-118153941,1959,88283
11840013,2,3,2,1470,18736,34061470,-118159136,1960,94812
11840059,2,3,2,1470,5935,34063397,-118156074,1941,228057
11840174,2,5,2,1797,9684,34054935,-118150279,1965,631209
11840395,2,2,2,1440,6600,34064006,-118123173,1951,419272
11840493,2,1,2,914,16836,34063916,-118120467,1989,169558
11841159,3,3,3,1469,33790,34067300,-118117000,1981,191813
11841243,3,3,3,1587,17084,34068100,-118118000,1981,189597
11841396,3,3,3,1755,44526,34067800,-118133000,1982,236324
11841679,3,4,3,2171,9870,34068006,-118130795,1951,463815
11841725,4,4,4,2936,10092,34066279,-118130772,1984,548305
11841939,3,3,3,1502,20036,34063000,-118130000,1981,244643
11842076,2,4,2,1498,6099,34063571,-118127922,1941,239080
11842174,1,3,1,1108,8595,34064461,-118125949,1924,63555
11842864,2,2,2,1022,18610,34059200,-118129000,1979,202809
11843151,2,2,2,882,19183,34060200,-118125000,1979,134800
11843914,3,4,3,2104,12355,34064510,-118110059,1979,590565
11843937,1,2,1,1162,7176,34065066,-118108822,1930,353079
11844189,2,4,2,1628,5589,34069009,-118112410,1930,382687
11844350,4,5,4,2316,7847,34067169,-118110081,1936,683284
11844656,2,2,2,1044,74902,34059300,-118116000,1972,143471
11844779,2,2,2,1072,41224,34056100,-118116000,1972,129929
11845282,3,3,3,1693,19687,34056200,-118112000,1985,354892
11845786,3,3,3,1682,14752,34057109,-118107761,1991,320974
